Unnamed: 0,Residential L1,Residential L2,MUD L2,Workplace L2,Public L2,Public DCFC
84,0.0,4970600.938033321,622997.7280713611,87545.66950498815,1385373.6490169233,6025.842928070602
87,0.0,4954003.453613389,621082.0841743471,87153.62140651017,1380120.3441914679,6854.327566050189
90,0.0,4939136.997460004,619240.6187601326,86760.12591484972,1375127.9255698584,5964.085507357817
93,0.0,4922328.628467903,617545.8182056306,86416.89763754985,1370015.0582402954,5460.2922283177095
96,0.0,4905166.149700547,615756.9018596979,85940.71285170826,1365031.0112097836,5338.308690006951
99,0.0,4887587.64110503,613901.9219738789,85516.31435395427,1360001.5003132396,5824.049455071943
102,0.0,4870007.094572052,611838.9930775159,85199.12756589928,1354981.1945917252,5720.041337399482
105,0.0,4852084.762325009,610188.6409258789,84700.16992961048,1349983.4613209534,5885.067690208912
108,0.0,4834669.396099277,608478.2718624383,84230.20458289256,1345103.3731787996,6100.877619105245
111,0.0,4817034.082637155,606476.6049689751,83620.10694084034,1340263.5891966983,7184.035737971374
114,0.0,4799204.353605801,604751.1021366403,83078.67090944614,1335484.9560975991,7150.115868561035
117,0.0,4780881.131926053,602812.2818066387,82507.72052848048,1330706.204178121,6698.438914325119
120,0.0,4762035.58672895,600968.0452427762,82084.2681121059,1325877.2814130378,6874.4717366964
123,0.0,4743383.88009708,599256.8862064236,81756.4646264287,1320818.5779179432,7306.690366129644
126,0.0,4725659.297345756,597167.6720548708,81382.49304684691,1316032.5964196918,6826.045775641895
129,0.0,4707607.800546653,595263.4160372532,81041.72874409988,1311338.5965977684,6537.699476501888
132,0.0,4689078.7367691025,593253.3653383567,80522.57072622108,1306327.0694111255,5754.431981821612
135,0.0,4669635.981479025,591016.0418341549,80170.12695187898,1301210.777436439,5913.008838105676
138,0.0,4650078.271884827,589213.8286249258,79789.69832162562,1296632.21389323,5506.24055379065
141,0.0,4631110.445208049,587155.1765008825,79384.18214350425,1291750.4635594436,6434.434667830856
144,0.0,4612857.327889286,585205.0144226884,78936.40755813985,1287008.0894906383,7167.4894805796175
147,0.0,4594379.7037667185,583208.0708193274,78536.30110248283,1282219.8547707815,7832.071419640077
150,0.0,4574528.490401069,580953.2170595867,78180.34214436745,1277646.3720027567,7722.167441510292
153,0.0,4555650.374942547,578791.566012471,77891.05632033029,1273119.9431770751,8039.473336245472
156,0.0,4536381.627490247,576630.7965522828,77553.45213820806,1268414.6381020963,7734.204020012414
159,0.0,4517468.933045926,574670.8195346242,77271.84751664834,1263547.709697421,7494.689915723417
162,0.0,4497996.163103793,572585.0155583329,76997.51999457198,1258827.112614308,7599.693063364453
165,0.0,4478354.197977705,570459.0089831534,76645.0613496603,1254497.3765402874,7844.906487347254
168,0.0,4458188.491203531,568448.7590357198,76449.24161339502,1250079.3959756712,7751.879398603751
171,0.0,4438429.50693663,566528.179952631,76260.68658233079,1245887.456592536,7834.401825151572
174,0.0,4418636.074622157,564474.6091759172,75874.30656261732,1241299.8846720285,7846.504269392441
177,0.0,4401743.0344875185,562359.8583265598,75615.35436413734,1236428.6224227718,8167.9519923320295
180,0.0,4391047.413555987,560155.6633187078,75334.3197055839,1231960.3641490238,7537.358054668644
183,0.0,4370554.553463677,558113.4918863873,74967.16948133553,1227654.933119913,7677.344155675541
186,0.0,4349239.998536865,556108.0351924767,74719.28134083461,1223259.7502466217,8501.5773420258
189,0.0,4328078.137043182,553987.9713976531,74493.88775982233,1219194.2244488462,8107.307630205092
192,0.0,4306612.413078827,551882.185942766,74158.22790033842,1215465.1536298227,7040.451143137288
195,0.0,4286059.106010354,549638.9169079834,73921.15360427203,1211421.4999183735,6221.325057986074
198,0.0,4265520.720992153,547589.1540312311,73694.98190455181,1207114.6215021657,5473.206587584921
201,0.0,4245372.858558923,545713.2995836372,73520.35330249014,1202773.9473667084,5250.961878697965
204,0.0,4224722.77658102,543658.1846631366,73440.22906523084,1198961.678530355,5735.626667175939
207,0.0,4202990.096734057,541539.0020994311,73240.43841808403,1194863.8824566472,5707.232607172485
210,0.0,4182306.8288751673,539472.2259691874,73063.1252541313,1190723.661379816,5512.909564938429
213,0.0,4161720.8969663866,537269.3630430782,72903.46354172737,1186675.2500530318,5721.733728882398
216,0.0,4140372.367593837,535202.1070811709,72742.35006385796,1183050.3159488682,5677.725382527638
219,0.0,4119557.2313408526,533021.9002593481,72437.14687078558,1179210.3341277782,6098.2492569865335
222,0.0,4098022.7543156883,531038.5789029372,72389.16114843597,1175106.9715192495,6096.485176940223
225,0.0,4076693.7874526726,529063.0495957402,72171.59072470345,1171239.4442228528,5906.818513510355
228,0.0,4054935.8272516523,526988.7911032642,71931.4529569552,1167685.9125645617,5516.819994373602
231,0.0,4033239.9687400805,525140.9976064955,71722.60451716057,1163948.55107691,5556.205518123563
234,0.0,4011941.286747672,522930.4081485691,71516.44366587038,1160105.6611748051,5324.949859578317
237,0.0,3989898.825614985,520735.756523336,71257.69975952015,1155967.4162604902,5630.095999943951
240,0.0,3968185.120982538,518605.7615548225,71149.2932625963,1151883.0283538657,5263.843653667796
243,0.0,3946086.163470315,516579.4806771169,70990.35865059482,1147948.8456038954,5658.520366998594
246,0.0,3924332.17055572,514537.5828035099,70796.05517794582,1144099.3481925412,5844.914618668567
249,0.0,3902227.806452197,512723.19474331976,70739.89077598776,1140419.4861763401,5961.323867946901
252,0.0,3880902.0941314553,510901.09772049094,70730.72324820411,1136759.2178839995,6434.472649928779
255,0.0,3858898.104877628,508905.9511181341,70681.30680228205,1132905.911284754,5353.714325418223
258,0.0,3836150.0278931237,506978.3592020479,70615.08863309893,1129134.0900428072,5373.497322415091
261,0.0,3813846.965280312,504819.4946403753,70513.00044090181,1125422.030188886,5764.75130227003
264,0.0,3792723.6355499355,502804.4641351978,70339.41693646512,1121798.1163483006,5858.51598833655
267,0.0,3771479.403001018,500804.34582215996,70263.44274558728,1118200.1470171392,5990.138945503655
270,0.0,3749872.682270215,498893.7166038521,70010.7805381485,1114569.9106141352,6062.443819491725
273,0.0,3727742.497782019,496844.031878715,69933.60172349433,1110964.121326462,5889.609162435868
276,0.0,3706560.644482523,494967.96821044374,69867.01478877701,1107077.7233721097,5731.506676865726
279,0.0,3685238.7622913327,492851.88168122945,69750.38529726099,1104473.9144281289,4787.233188800991
282,0.0,3663987.3046521917,490639.7359794718,69609.4226175613,1100736.5616890523,5159.8400513606375
285,0.0,3642822.6637036446,488665.2850786899,69463.73159502578,1097123.2252219943,5926.415881572174
288,0.0,3621714.813144384,486932.13396530715,69413.8999981558,1093644.07672769,6095.347861741175
291,0.0,3600960.7538117147,484827.13907720044,69379.03272592527,1090249.4053849655,6257.001641669056
294,0.0,3579693.6908135805,482729.8673524031,69289.34248306294,1086774.73881438,6048.083913682727
297,0.0,3558242.7536164583,480682.0004514569,69260.84143129682,1083574.1408092224,6187.69483753583
300,0.0,3537600.9441322302,478611.88173399086,69128.84537064806,1080048.575966574,6089.887270440691
303,0.0,3516885.8268620707,476472.0802917137,69000.18232857648,1076610.9204599317,6853.98215406236
306,0.0,3495841.1889220392,474456.8194317244,68971.26153865829,1073248.848228875,6126.558374221961
309,0.0,3474726.5555646196,472586.3519265721,69023.40106474789,1070364.5127603968,5550.360027406508
312,0.0,3453625.024204119,470601.9052403779,68822.17842925405,1067310.8457922016,5465.879151582808
315,0.0,3432888.2069408624,468660.09620758635,68845.01143988955,1064496.0025526234,5147.999097103727
318,0.0,3411823.0220314963,466591.9641964908,68817.37101383627,1061043.041439074,5116.352341515078
321,0.0,3390792.2812324613,464669.5270206814,68854.97799861062,1058089.4051178196,4902.226237515283
324,0.0,3369353.7043626467,462793.98006735777,68941.9112264904,1055325.613326523,5247.7485521141525
327,0.0,3348096.517680369,460630.1287760597,69030.71621353424,1052134.5302813265,5408.0782088943015
330,0.0,3327178.073084035,458551.8965429227,68970.58707262253,1048795.0975222767,5700.0
333,0.0,3306376.3847384215,456488.4086360856,69021.63224407137,1045426.3978085188,5813.243086199729
336,0.0,3285252.330154065,454485.8187741331,69004.71787626918,1042153.6940555858,5001.436655747395
339,0.0,3264250.779053281,452441.4971122232,68992.55966503985,1039116.9266191244,4718.3835558634655
342,0.0,3243358.7249297593,452556.35056592454,68964.09958660463,1036002.8721013532,4890.593949859549
345,0.0,3223120.5544301486,449758.99519008753,69026.96236938887,1032968.4099150688,4938.539540605364
348,0.0,3203236.426083888,446642.63974594255,69069.88714062894,1029977.1514107534,5214.077059301737
351,0.0,3182596.929756934,444767.71152119397,69153.78801989157,1026979.6034348661,5262.9108186531475
354,0.0,3161769.082568755,442777.8685674452,69069.11124245886,1024062.1799811937,4979.615514558782
357,0.0,3141990.2016692664,440873.68193219416,69111.2227596918,1021335.1592669709,5032.9428716315015
360,0.0,3121956.3015489383,438864.37707841746,69222.35905666777,1019014.9139188777,5763.003813681541
363,0.0,3101208.50154522,436939.4143944107,69608.08743712306,1016449.4288652395,5859.174144025634
366,0.0,3081013.0087544024,434847.4334780958,69585.5996996265,1013790.0693885884,6124.818998127819
369,0.0,3060758.698298564,432947.19150866335,69604.12604000929,1010809.8811072065,6471.829460025497
372,0.0,3040978.5681771412,431018.3624854438,69559.03171652125,1008187.3817901926,6848.8406548105595
375,0.0,3020618.188588825,429337.55603056285,69726.72470548283,1005157.404413384,6310.577404827196
378,0.0,3000295.924668776,427588.6174710926,69885.1436020185,1002155.5951027367,5420.383295030375
381,0.0,2980107.4564612433,425695.64778285683,70030.79300402853,999439.2768850955,5022.321677132781
384,0.0,2960003.3637838764,423818.4592204056,70091.69092381258,996630.5701483728,4885.688869351141
387,0.0,2940488.6971453917,421879.85248398676,70028.92161137162,994102.0639186698,5087.384358490483
390,0.0,2921032.401013629,420041.69146141916,70088.54926814565,991612.813421214,5152.932670037021
393,0.0,2901076.1419786857,418005.7179565029,70140.36083508848,988971.1850814577,5121.75421112741
396,0.0,2881363.312238532,416187.905383128,70123.96566703077,986403.3328460343,5178.097930239488
399,0.0,2862256.027639877,414321.7555317952,70226.75365826776,983912.7150685575,4650.243138533104
402,0.0,2842110.465592318,412454.9400887706,70396.84316462389,981205.8778066952,4449.488531703674
405,0.0,2822470.548803573,410499.0266623088,70496.16692976753,978320.8182743627,4471.4743109473275
408,0.0,2803273.9177203514,408730.4316616091,70601.68510335046,975844.0179551705,4252.04751389414
