Technology,Cost,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Geothermal,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geothermal,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geothermal,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geothermal EGS,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geothermal EGS,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geothermal EGS,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydropower,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydropower,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydropower,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net-zero CH4,Low,127.0,122.0,117.0,112.0,107.0,103.0,98.0,93.0,88.0,83.0,78.0,74.0,70.0,66.0,62.0,57.0,53.0,49.0,45.0,41.0,37.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0
Net-zero CH4,Mid,127.0,122.0,117.0,112.0,107.0,103.0,98.0,93.0,88.0,83.0,78.0,74.0,70.0,66.0,62.0,57.0,53.0,49.0,45.0,41.0,37.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0
Net-zero CH4,High,127.0,122.0,117.0,112.0,107.0,103.0,98.0,93.0,88.0,83.0,78.0,74.0,70.0,66.0,62.0,57.0,53.0,49.0,45.0,41.0,37.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0
Biomethane,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomethane,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomethane,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-duration storage,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-duration storage,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-duration storage,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Underground gas storage,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Underground gas storage,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Underground gas storage,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Boiler,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Boiler,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Boiler,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAC-LS,Low,0.0,0.0,35.6782542766929,35.6782542766929,35.6782542766929,27.497058977181787,27.10630850885147,26.72111084995531,26.341387091585695,25.967059446180095,25.598051231586073,25.234286855352742,24.875691799245345,24.522192603980063,24.173716854175577,23.83019316351861,23.491551160140208,23.157721472199835,22.828635713674377,22.504226470349007,22.184427286007228,21.86917264881709,21.558397977910893,21.252039610155613,20.950034787111296,20.65232164217483,20.35883918790636,20.069527303535825,19.784326722647062,19.503179021036875,19.226026604746668
DAC-LS,Mid,0.0,0.0,35.6782542766929,35.6782542766929,35.6782542766929,27.497058977181787,27.10630850885147,26.72111084995531,26.341387091585695,25.967059446180095,25.598051231586073,25.234286855352742,24.875691799245345,24.522192603980063,24.173716854175577,23.83019316351861,23.491551160140208,23.157721472199835,22.828635713674377,22.504226470349007,22.184427286007228,21.86917264881709,21.558397977910893,21.252039610155613,20.950034787111296,20.65232164217483,20.35883918790636,20.069527303535825,19.784326722647062,19.503179021036875,19.226026604746668
DAC-LS,High,0.0,0.0,35.6782542766929,35.6782542766929,35.6782542766929,27.497058977181787,27.10630850885147,26.72111084995531,26.341387091585695,25.967059446180095,25.598051231586073,25.234286855352742,24.875691799245345,24.522192603980063,24.173716854175577,23.83019316351861,23.491551160140208,23.157721472199835,22.828635713674377,22.504226470349007,22.184427286007228,21.86917264881709,21.558397977910893,21.252039610155613,20.950034787111296,20.65232164217483,20.35883918790636,20.069527303535825,19.784326722647062,19.503179021036875,19.226026604746668
DAC-SS,Low,0.0,166.67990532633328,166.67990532633328,166.67990532633328,164.66248869933852,147.5956904484765,145.4982630394529,143.4306413904942,141.39240194304045,139.38312715756467,137.40240542803863,135.44983099761416,133.5250038755026,131.62752975503545,129.75701993288956,127.9130912294599,126.09536591036421,124.30347160906291,122.53704125057864,120.79571297629994,119.07913006985332,117.38694088402893,115.71879876874446,114.07436200003286,112.45329371003918,110.85526181801211,109.27993896227636,107.72700243317142,106.1961341069437,104.68702038057778,103.199352107554
DAC-SS,Mid,0.0,166.67990532633328,166.67990532633328,166.67990532633328,164.66248869933852,147.5956904484765,145.4982630394529,143.4306413904942,141.39240194304045,139.38312715756467,137.40240542803863,135.44983099761416,133.5250038755026,131.62752975503545,129.75701993288956,127.9130912294599,126.09536591036421,124.30347160906291,122.53704125057864,120.79571297629994,119.07913006985332,117.38694088402893,115.71879876874446,114.07436200003286,112.45329371003918,110.85526181801211,109.27993896227636,107.72700243317142,106.1961341069437,104.68702038057778,103.199352107554
DAC-SS,High,0.0,166.67990532633328,166.67990532633328,166.67990532633328,164.66248869933852,147.5956904484765,145.4982630394529,143.4306413904942,141.39240194304045,139.38312715756467,137.40240542803863,135.44983099761416,133.5250038755026,131.62752975503545,129.75701993288956,127.9130912294599,126.09536591036421,124.30347160906291,122.53704125057864,120.79571297629994,119.07913006985332,117.38694088402893,115.71879876874446,114.07436200003286,112.45329371003918,110.85526181801211,109.27993896227636,107.72700243317142,106.1961341069437,104.68702038057778,103.199352107554
