1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
47,180,1640,595,181,1147,560,1858,3072,1225,344,3620,5243,1226,181,456,0,0,0,0,0,0
44,182,1629,594,187,1162,574,1886,3084,1256,355,3653,5249,1225,191,463,0,0,0,0,0,0
46,181,1638,610,178,1169,576,1888,3069,1270,353,3661,5249,1224,185,466,0,0,0,0,0,0
42,176,1641,606,172,1166,585,1896,3094,1220,342,3637,5242,1210,181,453,0,0,0,0,0,0
39,164,1605,598,171,1132,553,1818,3008,1156,333,3613,5233,1195,173,446,0,0,0,0,0,0
35,157,1532,550,159,1029,430,1697,2808,1069,318,3537,5189,1181,172,438,0,0,0,0,0,0
33,151,1490,541,157,990,385,1640,2762,1026,307,3505,5177,1174,169,432,0,0,0,0,0,0
33,148,1451,503,151,940,328,1562,2616,945,293,3444,5151,1153,152,421,0,0,0,0,0,0
29,127,1395,484,144,874,276,1468,2491,851,278,3378,5115,1126,142,414,0,0,0,0,0,0
24,103,1288,430,131,731,110,1269,2188,662,252,3266,5065,1094,124,401,0,0,0,0,0,0
23,97,1260,416,127,678,56,1203,2091,608,246,3246,5052,1079,120,396,0,0,0,0,0,0
23,97,1258,417,128,678,53,1198,2093,613,245,3248,5051,1082,118,396,0,0,0,0,0,0
24,104,1275,428,128,696,72,1229,2129,650,252,3281,5068,1091,124,401,0,0,0,0,0,0
25,111,1296,440,130,718,85,1264,2168,686,259,3319,5090,1101,130,406,0,0,0,0,0,0
26,115,1314,447,133,733,93,1285,2198,717,266,3351,5102,1108,134,409,0,0,0,0,0,0
27,123,1347,462,137,766,118,1327,2254,749,271,3378,5119,1116,138,414,0,0,0,0,0,0
34,152,1513,546,156,963,345,1588,2662,1007,310,3520,5205,1174,166,437,0,0,0,0,0,0
42,190,1698,645,181,1180,591,1911,3114,1315,353,3744,5325,1240,190,474,0,0,0,0,0,0
49,212,1808,707,194,1320,711,2108,3402,1520,387,3910,5415,1292,215,496,0,0,0,0,0,0
50,224,1831,720,199,1332,695,2148,3397,1553,393,3984,5440,1300,220,494,0,0,0,0,0,0
46,224,1830,714,198,1308,667,2136,3349,1513,393,3970,5428,1299,222,488,0,0,0,0,0,0
44,214,1801,703,193,1269,635,2065,3283,1449,376,3904,5384,1273,218,485,0,0,0,0,0,0
45,205,1753,689,188,1265,648,2012,3263,1406,363,3838,5341,1261,204,475,0,0,0,0,0,0
43,185,1693,643,180,1215,603,1952,3179,1323,356,3728,5288,1250,188,461,0,0,0,0,0,0
41,176,1652,628,178,1182,583,1895,3090,1290,347,3672,5256,1231,183,463,0,0,0,0,0,0
42,185,1644,617,176,1164,569,1875,3066,1269,355,3684,5252,1229,186,463,0,0,0,0,0,0
46,177,1646,613,172,1159,576,1863,3078,1263,357,3694,5259,1233,188,460,0,0,0,0,0,0
45,174,1640,606,174,1157,598,1852,3083,1234,348,3665,5243,1222,181,451,0,0,0,0,0,0
45,168,1608,595,171,1135,562,1819,3021,1181,335,3619,5222,1208,176,447,0,0,0,0,0,0
37,153,1543,560,159,1035,443,1722,2860,1074,316,3541,5196,1185,165,442,0,0,0,0,0,0
35,143,1517,535,155,986,390,1648,2766,1024,309,3518,5184,1181,161,431,0,0,0,0,0,0
31,135,1459,514,147,938,336,1565,2629,950,300,3465,5152,1165,155,425,0,0,0,0,0,0
29,125,1417,489,142,875,277,1468,2492,842,282,3389,5121,1144,142,417,0,0,0,0,0,0
24,103,1300,432,132,729,108,1261,2213,672,255,3285,5076,1098,129,402,0,0,0,0,0,0
23,98,1263,417,128,677,52,1197,2103,619,246,3253,5055,1081,121,397,0,0,0,0,0,0
23,99,1261,416,126,676,53,1199,2091,610,245,3245,5049,1080,119,397,0,0,0,0,0,0
24,104,1275,428,128,697,70,1229,2129,648,253,3283,5069,1090,123,401,0,0,0,0,0,0
25,110,1296,440,131,717,84,1262,2170,683,260,3321,5089,1102,129,405,0,0,0,0,0,0
26,116,1314,448,134,732,92,1282,2197,708,266,3347,5101,1109,133,409,0,0,0,0,0,0
27,125,1348,461,143,762,118,1334,2265,760,273,3379,5125,1125,135,414,0,0,0,0,0,0
33,156,1507,541,163,942,344,1595,2644,1010,307,3530,5197,1176,155,433,0,0,0,0,0,0
41,198,1704,648,186,1183,595,1925,3121,1323,348,3756,5311,1235,185,465,0,0,0,0,0,0
47,217,1815,722,196,1319,710,2131,3378,1528,383,3930,5420,1292,214,489,0,0,0,0,0,0
49,229,1836,721,197,1334,698,2170,3385,1575,390,4002,5440,1308,223,494,0,0,0,0,0,0
46,225,1817,713,197,1302,669,2122,3354,1535,393,3979,5430,1295,229,495,0,0,0,0,0,0
44,210,1788,695,194,1274,629,2063,3277,1467,378,3909,5382,1278,217,481,0,0,0,0,0,0
42,207,1764,679,195,1267,650,2020,3262,1416,367,3829,5340,1264,208,472,0,0,0,0,0,0
41,186,1692,642,186,1208,613,1945,3168,1334,355,3747,5298,1246,196,464,0,0,0,0,0,0
41,181,1648,614,180,1167,584,1915,3086,1270,350,3677,5264,1226,193,461,0,0,0,0,0,0
42,180,1639,601,181,1167,565,1892,3072,1251,352,3677,5260,1228,186,464,0,0,0,0,0,0
42,183,1649,604,185,1166,574,1861,3076,1257,349,3681,5255,1229,182,465,0,0,0,0,0,0
42,182,1638,602,173,1164,592,1850,3082,1228,345,3651,5241,1221,178,456,0,0,0,0,0,0
40,171,1608,590,167,1127,555,1803,3024,1179,331,3602,5235,1212,167,453,0,0,0,0,0,0
36,153,1536,550,162,1051,433,1683,2851,1076,316,3541,5195,1193,173,446,0,0,0,0,0,0
33,145,1505,539,154,1004,395,1630,2746,1037,307,3499,5184,1180,161,443,0,0,0,0,0,0
33,140,1456,508,149,943,336,1556,2632,947,296,3454,5151,1155,157,425,0,0,0,0,0,0
29,122,1410,495,145,870,272,1465,2506,845,280,3386,5126,1127,146,416,0,0,0,0,0,0
24,101,1298,433,131,734,105,1256,2202,676,256,3279,5068,1094,124,401,0,0,0,0,0,0
23,97,1263,417,126,683,51,1204,2099,618,246,3247,5052,1079,118,396,0,0,0,0,0,0
23,97,1259,417,126,677,51,1199,2096,610,245,3244,5049,1080,118,397,0,0,0,0,0,0
24,104,1274,428,128,700,69,1227,2130,647,251,3282,5068,1090,123,401,0,0,0,0,0,0
25,111,1295,439,130,720,83,1258,2174,688,259,3319,5088,1101,128,405,0,0,0,0,0,0
26,115,1317,448,132,742,93,1283,2201,714,264,3349,5105,1108,132,410,0,0,0,0,0,0
27,123,1349,464,137,767,120,1329,2254,758,274,3391,5124,1121,138,415,0,0,0,0,0,0
34,161,1502,543,157,955,340,1592,2654,1020,311,3545,5198,1175,160,435,0,0,0,0,0,0
44,195,1697,650,180,1199,587,1915,3145,1324,353,3742,5309,1243,188,467,0,0,0,0,0,0
51,222,1807,710,195,1324,718,2128,3401,1530,387,3929,5409,1292,215,489,0,0,0,0,0,0
46,221,1836,717,199,1328,694,2164,3400,1567,393,3978,5453,1310,220,492,0,0,0,0,0,0
45,220,1827,726,198,1312,661,2140,3372,1527,393,3983,5432,1305,219,491,0,0,0,0,0,0
44,207,1781,704,195,1275,626,2050,3266,1444,376,3923,5381,1288,213,483,0,0,0,0,0,0
46,199,1755,682,189,1255,647,2031,3249,1413,369,3846,5338,1264,206,477,0,0,0,0,0,0
49,182,1695,640,182,1211,614,1970,3175,1322,363,3745,5286,1245,197,466,0,0,0,0,0,0
42,179,1652,619,176,1185,581,1882,3080,1269,353,3668,5257,1231,189,458,0,0,0,0,0,0
42,178,1645,609,176,1167,567,1859,3064,1268,360,3661,5246,1234,192,461,0,0,0,0,0,0
43,182,1648,611,172,1163,576,1866,3073,1260,353,3682,5257,1229,184,462,0,0,0,0,0,0
42,175,1635,608,174,1162,596,1873,3077,1219,347,3654,5239,1224,182,461,0,0,0,0,0,0
42,167,1601,595,176,1134,556,1833,3018,1182,334,3608,5222,1211,171,446,0,0,0,0,0,0
35,154,1543,566,159,1046,438,1686,2830,1056,321,3553,5191,1183,165,436,0,0,0,0,0,0
34,148,1508,540,156,1012,388,1640,2733,1020,309,3515,5186,1176,168,435,0,0,0,0,0,0
31,145,1452,521,155,948,329,1567,2639,964,290,3456,5150,1165,151,423,0,0,0,0,0,0
29,132,1411,496,147,881,270,1461,2520,855,278,3398,5117,1139,141,418,0,0,0,0,0,0
24,103,1297,438,137,730,104,1262,2212,668,255,3289,5071,1098,124,406,0,0,0,0,0,0
23,98,1263,420,127,678,54,1204,2094,613,248,3252,5051,1083,120,396,0,0,0,0,0,0
23,99,1261,417,126,676,51,1203,2089,611,245,3247,5050,1079,120,396,0,0,0,0,0,0
24,105,1275,429,128,694,68,1231,2129,648,251,3281,5068,1090,123,401,0,0,0,0,0,0
26,110,1296,440,130,716,85,1261,2168,685,259,3321,5087,1101,128,406,0,0,0,0,0,0
27,115,1316,450,132,731,96,1287,2201,713,264,3351,5106,1112,132,411,0,0,0,0,0,0
29,127,1350,464,137,760,129,1330,2268,757,270,3382,5124,1118,137,413,0,0,0,0,0,0
36,154,1508,552,154,958,353,1593,2644,1003,305,3526,5205,1170,160,437,0,0,0,0,0,0
42,194,1689,646,177,1202,593,1918,3104,1313,353,3743,5318,1246,192,472,0,0,0,0,0,0
45,220,1805,717,192,1329,708,2120,3364,1514,393,3925,5412,1292,213,490,0,0,0,0,0,0
46,229,1825,730,199,1323,697,2153,3406,1558,397,3996,5456,1304,222,495,0,0,0,0,0,0
46,227,1813,723,200,1310,676,2114,3349,1528,392,3971,5429,1302,218,493,0,0,0,0,0,0
44,207,1781,699,194,1274,632,2059,3276,1470,375,3909,5387,1283,214,486,0,0,0,0,0,0
45,201,1771,681,191,1267,653,2025,3245,1401,368,3840,5346,1267,201,480,0,0,0,0,0,0
42,191,1712,644,188,1210,603,1946,3162,1308,358,3743,5293,1242,186,464,0,0,0,0,0,0
41,177,1646,622,179,1172,573,1895,3087,1265,349,3689,5247,1224,184,460,0,0,0,0,0,0
42,178,1633,614,178,1162,572,1880,3079,1241,349,3669,5259,1232,198,467,0,0,0,0,0,0
42,179,1647,616,173,1158,586,1864,3073,1256,347,3679,5267,1228,188,460,0,0,0,0,0,0
40,177,1642,609,173,1167,596,1873,3087,1255,347,3661,5258,1229,176,454,0,0,0,0,0,0
39,172,1614,587,169,1136,553,1824,3025,1195,343,3625,5231,1204,173,450,0,0,0,0,0,0
37,151,1534,546,165,1039,432,1689,2836,1105,320,3549,5201,1184,172,440,0,0,0,0,0,0
34,145,1512,528,157,1009,385,1645,2736,1021,317,3526,5180,1181,166,434,0,0,0,0,0,0
33,135,1464,509,151,935,333,1581,2621,956,302,3468,5151,1160,145,423,0,0,0,0,0,0
31,125,1406,490,144,879,275,1470,2491,859,287,3397,5122,1137,140,416,0,0,0,0,0,0
24,103,1298,431,132,725,100,1273,2195,680,259,3283,5071,1096,123,403,0,0,0,0,0,0
23,96,1260,416,128,682,51,1204,2101,618,248,3253,5053,1082,118,399,0,0,0,0,0,0
23,97,1256,416,128,678,51,1198,2096,607,245,3249,5050,1079,118,396,0,0,0,0,0,0
24,104,1272,429,128,699,68,1230,2130,648,252,3285,5069,1090,123,401,0,0,0,0,0,0
25,110,1295,440,130,720,83,1260,2169,688,260,3321,5087,1101,129,405,0,0,0,0,0,0
26,115,1314,451,132,735,93,1286,2201,719,264,3351,5104,1110,133,410,0,0,0,0,0,0
29,124,1343,464,137,764,121,1341,2249,773,270,3384,5122,1124,137,416,0,0,0,0,0,0
35,155,1513,541,158,944,349,1609,2652,1024,303,3525,5199,1173,156,434,0,0,0,0,0,0
43,197,1705,651,183,1184,596,1926,3128,1322,350,3746,5310,1239,184,467,0,0,0,0,0,0
47,220,1818,700,191,1324,726,2123,3371,1530,386,3919,5412,1290,213,488,0,0,0,0,0,0
48,223,1856,715,195,1332,707,2156,3405,1546,392,3994,5447,1301,220,492,0,0,0,0,0,0
47,222,1831,718,199,1322,663,2109,3377,1529,393,3966,5419,1295,218,495,0,0,0,0,0,0
43,211,1800,701,189,1270,637,2048,3271,1466,375,3903,5386,1280,212,485,0,0,0,0,0,0
44,200,1750,685,186,1268,649,2020,3266,1418,367,3831,5339,1267,202,474,0,0,0,0,0,0
41,192,1690,644,182,1230,604,1940,3166,1332,353,3744,5286,1248,193,466,0,0,0,0,0,0
40,186,1654,622,176,1194,583,1883,3102,1287,346,3691,5254,1229,189,459,0,0,0,0,0,0
44,177,1636,609,174,1162,575,1886,3076,1246,348,3666,5248,1221,198,461,0,0,0,0,0,0
44,178,1637,608,171,1165,575,1869,3075,1248,351,3676,5254,1223,197,462,0,0,0,0,0,0
41,175,1645,601,172,1178,600,1848,3076,1216,347,3656,5252,1209,180,459,0,0,0,0,0,0
42,166,1616,593,171,1148,554,1828,3034,1163,335,3619,5232,1210,179,449,0,0,0,0,0,0
37,153,1538,554,159,1034,437,1699,2821,1080,325,3551,5199,1186,179,438,0,0,0,0,0,0
33,143,1506,533,158,994,391,1626,2760,1027,309,3512,5192,1175,175,430,0,0,0,0,0,0
32,135,1468,506,152,939,338,1562,2639,952,294,3465,5160,1152,162,424,0,0,0,0,0,0
32,126,1410,488,147,875,272,1468,2502,846,279,3399,5121,1131,140,418,0,0,0,0,0,0
26,103,1300,436,135,721,103,1256,2196,670,255,3278,5068,1096,125,402,0,0,0,0,0,0
24,97,1259,419,127,681,55,1207,2111,628,244,3244,5052,1082,121,398,0,0,0,0,0,0
25,98,1250,419,127,679,58,1201,2103,621,243,3238,5050,1081,121,397,0,0,0,0,0,0
24,105,1265,430,129,699,72,1234,2135,658,249,3277,5070,1091,126,402,0,0,0,0,0,0
25,110,1286,441,131,721,88,1270,2175,696,257,3316,5090,1101,131,406,0,0,0,0,0,0
26,114,1301,448,133,739,95,1292,2208,720,262,3340,5102,1108,135,410,0,0,0,0,0,0
26,117,1315,455,135,751,111,1315,2235,739,263,3356,5112,1115,137,412,0,0,0,0,0,0
32,141,1453,520,151,920,316,1546,2586,921,294,3462,5167,1158,159,431,0,0,0,0,0,0
40,175,1616,594,171,1111,540,1823,2997,1164,329,3617,5244,1202,181,449,0,0,0,0,0,0
42,195,1689,632,181,1215,619,1941,3162,1287,354,3705,5292,1237,185,466,0,0,0,0,0,0
41,194,1689,629,181,1213,582,1950,3139,1340,351,3734,5292,1239,195,469,0,0,0,0,0,0
42,192,1681,638,186,1180,564,1950,3135,1327,355,3746,5307,1245,198,475,0,0,0,0,0,0
41,192,1695,647,184,1199,572,1956,3161,1354,357,3773,5326,1265,209,473,0,0,0,0,0,0
42,205,1745,665,187,1240,649,2010,3255,1408,380,3829,5354,1267,204,473,0,0,0,0,0,0
49,200,1736,664,188,1235,645,1994,3234,1384,382,3816,5340,1263,197,474,0,0,0,0,0,0
47,191,1707,657,182,1235,639,1995,3231,1368,373,3781,5310,1254,194,476,0,0,0,0,0,0
41,195,1699,654,178,1233,614,1975,3216,1349,363,3756,5313,1245,192,473,0,0,0,0,0,0
44,190,1675,640,176,1220,597,1920,3170,1300,354,3732,5295,1241,191,463,0,0,0,0,0,0
43,177,1648,618,176,1184,610,1891,3144,1254,342,3673,5268,1228,178,459,0,0,0,0,0,0
39,170,1608,600,173,1145,563,1852,3038,1196,333,3622,5241,1211,171,449,0,0,0,0,0,0
35,153,1549,558,162,1031,447,1708,2825,1068,314,3542,5195,1182,164,437,0,0,0,0,0,0
36,145,1513,546,161,986,396,1651,2747,1032,309,3511,5185,1163,168,441,0,0,0,0,0,0
32,138,1456,516,149,943,335,1564,2679,968,293,3459,5158,1149,156,430,0,0,0,0,0,0
31,126,1398,490,142,883,283,1487,2526,872,280,3388,5125,1131,141,418,0,0,0,0,0,0
26,103,1291,444,130,728,116,1276,2216,690,252,3281,5065,1093,133,400,0,0,0,0,0,0
23,97,1250,417,126,677,54,1203,2108,615,242,3239,5048,1078,118,396,0,0,0,0,0,0
23,98,1246,414,126,674,51,1195,2085,606,242,3228,5046,1079,118,396,0,0,0,0,0,0
24,104,1261,426,128,695,68,1228,2117,643,248,3266,5065,1088,123,400,0,0,0,0,0,0
25,110,1280,436,130,718,83,1258,2159,681,256,3305,5084,1098,128,405,0,0,0,0,0,0
26,114,1294,443,132,730,90,1277,2182,710,261,3326,5096,1105,131,410,0,0,0,0,0,0
27,117,1307,448,134,744,106,1293,2212,721,263,3340,5106,1109,134,410,0,0,0,0,0,0
33,141,1432,509,149,902,311,1510,2564,913,292,3445,5151,1149,149,424,0,0,0,0,0,0
38,171,1597,581,169,1094,522,1774,2960,1138,328,3583,5226,1195,171,444,0,0,0,0,0,0
43,192,1675,618,178,1189,599,1909,3110,1270,348,3667,5263,1229,186,461,0,0,0,0,0,0
42,191,1644,610,181,1155,561,1857,3062,1263,344,3645,5263,1217,184,467,0,0,0,0,0,0
43,184,1611,601,173,1157,535,1831,3020,1219,340,3635,5258,1217,188,460,0,0,0,0,0,0
42,173,1601,603,173,1129,531,1836,3020,1203,342,3639,5248,1216,185,458,0,0,0,0,0,0
41,180,1636,607,177,1161,570,1864,3090,1255,345,3644,5260,1223,177,454,0,0,0,0,0,0
42,179,1620,596,174,1129,574,1835,3048,1228,332,3637,5244,1222,173,451,0,0,0,0,0,0
40,179,1631,604,170,1148,568,1855,3040,1234,337,3632,5242,1225,177,454,0,0,0,0,0,0
40,187,1642,613,170,1176,570,1870,3075,1254,351,3673,5253,1218,190,459,0,0,0,0,0,0
42,182,1643,612,173,1169,577,1883,3090,1251,348,3666,5260,1232,191,462,0,0,0,0,0,0
41,175,1633,612,175,1167,598,1864,3080,1226,344,3624,5247,1222,177,455,0,0,0,0,0,0
38,168,1603,588,169,1135,556,1821,3004,1171,334,3604,5229,1205,173,446,0,0,0,0,0,0
37,156,1518,548,164,1025,433,1691,2807,1056,312,3537,5191,1183,161,433,0,0,0,0,0,0
34,154,1500,530,153,986,389,1645,2767,1028,303,3519,5175,1170,156,434,0,0,0,0,0,0
31,142,1461,514,147,948,331,1581,2649,957,289,3436,5147,1152,146,428,0,0,0,0,0,0
29,129,1402,487,144,885,276,1477,2492,857,278,3380,5117,1137,144,414,0,0,0,0,0,0
24,109,1289,433,131,726,107,1269,2184,682,253,3276,5069,1093,129,399,0,0,0,0,0,0
24,96,1262,424,126,681,54,1200,2095,611,247,3243,5051,1080,119,396,0,0,0,0,0,0
23,97,1259,425,126,675,52,1197,2087,609,246,3245,5048,1079,118,396,0,0,0,0,0,0
24,104,1273,429,128,695,70,1231,2124,651,253,3282,5068,1090,124,401,0,0,0,0,0,0
25,110,1294,444,130,716,86,1259,2167,690,259,3322,5089,1100,131,405,0,0,0,0,0,0
26,116,1319,451,132,732,95,1285,2201,717,264,3349,5104,1114,132,410,0,0,0,0,0,0
27,125,1351,466,135,755,119,1334,2251,760,269,3379,5131,1121,136,415,0,0,0,0,0,0
34,156,1515,545,153,947,344,1588,2649,1004,307,3526,5202,1176,161,434,0,0,0,0,0,0
41,197,1689,649,180,1182,593,1927,3117,1331,355,3740,5310,1248,188,467,0,0,0,0,0,0
47,218,1801,704,196,1325,709,2116,3381,1515,384,3922,5405,1291,224,487,0,0,0,0,0,0
46,224,1841,718,201,1328,702,2145,3419,1551,397,3990,5446,1305,228,493,0,0,0,0,0,0
47,222,1826,715,197,1314,668,2116,3355,1520,400,3980,5434,1295,222,488,0,0,0,0,0,0
44,207,1780,703,193,1268,636,2046,3271,1459,375,3905,5379,1287,213,487,0,0,0,0,0,0
45,196,1760,683,191,1267,651,2014,3257,1429,373,3828,5343,1277,208,472,0,0,0,0,0,0
41,184,1692,642,185,1219,609,1959,3156,1349,356,3734,5285,1249,197,464,0,0,0,0,0,0
41,181,1664,615,177,1169,586,1907,3079,1275,352,3670,5256,1228,195,458,0,0,0,0,0,0
41,177,1658,609,176,1165,585,1881,3066,1243,350,3671,5259,1232,190,463,0,0,0,0,0,0
43,181,1645,614,177,1173,579,1873,3069,1271,352,3665,5260,1224,187,461,0,0,0,0,0,0
41,173,1632,610,174,1164,591,1865,3068,1215,350,3648,5247,1219,176,454,0,0,0,0,0,0
39,166,1610,587,172,1135,550,1828,3016,1184,333,3621,5231,1204,172,449,0,0,0,0,0,0
35,150,1532,550,161,1041,430,1695,2830,1081,316,3535,5182,1192,173,435,0,0,0,0,0,0
37,149,1501,535,158,1007,388,1650,2772,1030,312,3511,5171,1180,168,439,0,0,0,0,0,0
33,136,1464,510,151,934,331,1567,2618,947,295,3453,5149,1160,153,425,0,0,0,0,0,0
30,128,1411,485,145,869,274,1467,2495,869,282,3396,5120,1134,140,415,0,0,0,0,0,0
26,106,1301,434,133,729,106,1268,2196,678,255,3277,5069,1095,124,402,0,0,0,0,0,0
25,99,1267,418,128,677,53,1201,2103,618,245,3246,5052,1079,119,398,0,0,0,0,0,0
23,98,1258,416,126,674,54,1200,2089,610,245,3245,5050,1081,119,396,0,0,0,0,0,0
24,105,1273,428,128,695,69,1229,2128,651,251,3282,5070,1090,124,401,0,0,0,0,0,0
25,110,1293,440,130,718,83,1264,2169,687,259,3319,5087,1102,128,406,0,0,0,0,0,0
26,117,1317,449,132,734,92,1285,2203,717,269,3353,5105,1112,131,411,0,0,0,0,0,0
27,131,1354,463,135,757,120,1340,2255,762,273,3388,5119,1120,135,414,0,0,0,0,0,0
33,158,1505,549,159,950,344,1614,2642,1018,305,3533,5206,1169,162,437,0,0,0,0,0,0
41,195,1697,640,180,1183,587,1933,3112,1332,350,3740,5309,1241,196,471,0,0,0,0,0,0
47,218,1802,711,197,1299,709,2122,3376,1530,387,3923,5410,1286,216,486,0,0,0,0,0,0
47,221,1848,725,200,1321,697,2148,3413,1565,391,3987,5448,1311,227,497,0,0,0,0,0,0
48,228,1833,715,196,1302,663,2122,3361,1521,393,3973,5431,1303,225,490,0,0,0,0,0,0
45,209,1778,691,193,1285,637,2054,3270,1456,377,3900,5393,1282,206,484,0,0,0,0,0,0
45,210,1757,681,189,1288,651,2017,3254,1390,365,3833,5352,1263,201,476,0,0,0,0,0,0
41,195,1689,647,182,1216,607,1945,3150,1314,352,3749,5283,1246,191,462,0,0,0,0,0,0
39,182,1660,622,177,1185,582,1888,3096,1283,348,3675,5248,1239,187,466,0,0,0,0,0,0
41,175,1652,603,175,1161,579,1896,3089,1276,356,3675,5265,1237,183,462,0,0,0,0,0,0
43,175,1643,605,174,1161,582,1886,3105,1275,349,3667,5265,1234,187,464,0,0,0,0,0,0
42,177,1648,607,175,1162,597,1865,3079,1239,346,3653,5248,1220,177,451,0,0,0,0,0,0
40,171,1621,589,172,1133,553,1839,3009,1181,335,3625,5226,1211,175,444,0,0,0,0,0,0
36,160,1531,558,167,1050,428,1698,2823,1067,323,3553,5194,1182,163,444,0,0,0,0,0,0
35,145,1490,542,158,997,377,1659,2739,1027,304,3539,5175,1171,154,438,0,0,0,0,0,0
34,135,1465,524,149,926,331,1562,2645,947,292,3470,5152,1155,144,428,0,0,0,0,0,0
30,124,1419,490,142,875,273,1466,2512,870,281,3398,5131,1131,142,418,0,0,0,0,0,0
27,103,1297,435,130,729,102,1267,2209,683,253,3279,5072,1093,131,402,0,0,0,0,0,0
24,96,1263,418,128,686,55,1197,2103,622,247,3250,5051,1085,122,397,0,0,0,0,0,0
23,97,1260,416,128,674,52,1194,2091,614,245,3246,5052,1081,118,396,0,0,0,0,0,0
24,104,1274,428,130,694,68,1227,2127,650,252,3282,5068,1090,124,401,0,0,0,0,0,0
26,110,1295,439,131,717,83,1260,2169,689,261,3320,5087,1100,130,405,0,0,0,0,0,0
26,115,1318,448,132,738,93,1289,2201,721,266,3351,5102,1108,133,409,0,0,0,0,0,0
27,124,1346,463,136,762,116,1337,2257,759,274,3385,5121,1118,140,413,0,0,0,0,0,0
34,156,1500,547,156,954,343,1606,2628,1008,307,3515,5198,1170,164,433,0,0,0,0,0,0
42,197,1697,646,178,1182,591,1931,3101,1328,360,3730,5318,1245,188,466,0,0,0,0,0,0
45,218,1817,712,193,1324,714,2126,3353,1547,393,3908,5406,1296,208,482,0,0,0,0,0,0
46,228,1829,721,201,1321,696,2148,3394,1564,393,3981,5452,1303,232,498,0,0,0,0,0,0
46,218,1831,715,198,1303,672,2123,3353,1509,393,3975,5435,1297,226,491,0,0,0,0,0,0
43,209,1788,700,190,1286,627,2052,3272,1461,376,3904,5384,1275,215,488,0,0,0,0,0,0
44,198,1750,690,192,1271,648,2017,3249,1412,367,3835,5346,1270,206,477,0,0,0,0,0,0
45,186,1697,649,187,1200,609,1942,3154,1320,360,3734,5286,1255,191,466,0,0,0,0,0,0
42,178,1648,623,182,1178,581,1901,3093,1303,349,3672,5253,1236,190,460,0,0,0,0,0,0
43,178,1644,610,175,1182,573,1873,3087,1255,351,3678,5255,1227,190,459,0,0,0,0,0,0
45,188,1643,611,173,1168,571,1877,3076,1259,355,3683,5257,1228,180,465,0,0,0,0,0,0
46,171,1649,602,170,1173,593,1882,3092,1217,343,3645,5251,1232,177,458,0,0,0,0,0,0
39,166,1619,592,169,1145,560,1814,3020,1185,332,3610,5225,1210,173,448,0,0,0,0,0,0
35,150,1537,560,156,1038,432,1699,2822,1079,323,3551,5193,1197,176,441,0,0,0,0,0,0
35,146,1497,546,155,996,380,1640,2765,1015,311,3517,5173,1178,166,437,0,0,0,0,0,0
33,136,1447,516,157,931,338,1573,2663,940,292,3450,5148,1155,151,428,0,0,0,0,0,0
29,125,1403,494,152,869,273,1468,2519,853,279,3392,5131,1131,137,418,0,0,0,0,0,0
24,104,1297,438,134,728,100,1264,2217,674,256,3284,5068,1095,126,401,0,0,0,0,0,0
23,97,1258,416,127,681,50,1194,2102,612,246,3254,5050,1082,119,398,0,0,0,0,0,0
23,99,1257,416,127,681,51,1194,2095,611,245,3250,5049,1080,119,397,0,0,0,0,0,0
24,107,1274,428,129,697,68,1228,2129,656,251,3284,5068,1091,123,401,0,0,0,0,0,0
25,111,1295,440,131,715,84,1259,2172,689,259,3321,5087,1102,129,407,0,0,0,0,0,0
26,115,1314,451,133,731,94,1284,2210,717,265,3353,5102,1109,132,410,0,0,0,0,0,0
27,123,1346,464,137,755,118,1329,2263,757,273,3383,5122,1119,137,416,0,0,0,0,0,0
34,154,1504,548,156,953,347,1595,2651,1005,306,3529,5205,1178,157,434,0,0,0,0,0,0
43,192,1689,649,178,1185,595,1923,3096,1327,352,3747,5314,1248,190,463,0,0,0,0,0,0
46,216,1810,720,193,1319,719,2125,3376,1540,381,3916,5416,1300,218,489,0,0,0,0,0,0
47,226,1841,729,198,1328,693,2177,3400,1557,386,3985,5455,1305,234,493,0,0,0,0,0,0
47,224,1827,729,196,1316,658,2130,3365,1514,391,3979,5437,1292,218,490,0,0,0,0,0,0
44,211,1784,698,191,1282,632,2038,3255,1459,374,3909,5382,1284,208,483,0,0,0,0,0,0
44,200,1761,680,192,1257,645,2041,3269,1399,369,3827,5347,1271,202,474,0,0,0,0,0,0
42,186,1703,645,186,1201,602,1938,3171,1327,355,3744,5302,1244,187,459,0,0,0,0,0,0
42,177,1659,627,178,1172,573,1889,3087,1274,348,3678,5263,1226,188,452,0,0,0,0,0,0
41,172,1645,605,179,1173,581,1890,3084,1262,353,3674,5267,1230,188,459,0,0,0,0,0,0
42,176,1646,605,175,1156,579,1891,3101,1253,355,3673,5269,1224,196,460,0,0,0,0,0,0
44,174,1632,609,173,1163,595,1867,3090,1235,349,3641,5248,1213,179,453,0,0,0,0,0,0
40,172,1607,597,166,1133,551,1830,3015,1198,336,3612,5224,1208,179,448,0,0,0,0,0,0
37,151,1527,555,156,1030,426,1695,2820,1080,322,3551,5196,1198,177,436,0,0,0,0,0,0
35,147,1489,539,155,1001,387,1625,2745,1017,314,3526,5171,1176,165,432,0,0,0,0,0,0
33,138,1454,517,151,925,332,1588,2635,942,296,3463,5146,1153,148,426,0,0,0,0,0,0
