1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
67,324,1706,1569,172,1405,959,2216,2913,2008,531,2746,2369,709,258,388,0,0,0,0,0,0
67,324,1705,1569,171,1408,979,2221,2926,2025,530,2743,2369,709,262,388,0,0,0,0,0,0
68,328,1730,1583,173,1437,1006,2266,2987,2063,535,2772,2383,720,265,392,0,0,0,0,0,0
68,331,1746,1593,175,1461,1014,2308,3043,2091,537,2793,2393,730,267,396,0,0,0,0,0,0
69,334,1762,1603,177,1484,1030,2348,3106,2122,539,2811,2400,740,270,399,0,0,0,0,0,0
69,336,1770,1610,179,1498,1039,2370,3137,2149,540,2820,2402,749,272,401,0,0,0,0,0,0
69,336,1769,1611,180,1505,1042,2381,3153,2165,540,2817,2400,754,273,402,0,0,0,0,0,0
69,336,1764,1608,180,1487,1035,2346,3094,2153,539,2806,2392,751,272,400,0,0,0,0,0,0
68,332,1753,1601,178,1474,1023,2324,3066,2132,536,2789,2383,745,270,398,0,0,0,0,0,0
68,328,1731,1586,176,1455,1004,2293,3024,2087,534,2766,2374,731,267,394,0,0,0,0,0,0
68,328,1731,1581,176,1447,993,2279,3000,2074,536,2770,2379,725,266,393,0,0,0,0,0,0
68,325,1717,1574,174,1430,980,2254,2969,2051,534,2757,2373,718,264,391,0,0,0,0,0,0
67,322,1708,1568,173,1419,971,2235,2943,2034,533,2746,2368,713,262,390,0,0,0,0,0,0
67,320,1699,1563,172,1408,964,2218,2920,2020,531,2736,2363,709,261,388,0,0,0,0,0,0
67,318,1690,1558,171,1397,956,2203,2900,2007,529,2726,2358,705,260,387,0,0,0,0,0,0
67,317,1683,1554,170,1386,946,2188,2878,1993,527,2717,2353,702,258,386,0,0,0,0,0,0
66,315,1675,1550,170,1376,934,2175,2857,1980,525,2708,2349,699,257,385,0,0,0,0,0,0
66,314,1671,1548,169,1371,930,2169,2848,1974,524,2703,2347,697,257,384,0,0,0,0,0,0
65,310,1649,1536,166,1352,912,2139,2810,1943,518,2673,2334,691,253,381,0,0,0,0,0,0
65,310,1648,1536,166,1351,912,2138,2809,1942,518,2672,2334,690,253,381,0,0,0,0,0,0
65,310,1649,1536,166,1352,914,2139,2809,1943,518,2673,2334,690,253,381,0,0,0,0,0,0
65,311,1652,1537,166,1355,918,2143,2814,1947,518,2677,2336,691,253,381,0,0,0,0,0,0
65,313,1656,1540,167,1361,923,2151,2825,1953,520,2683,2339,693,254,382,0,0,0,0,0,0
66,316,1662,1543,167,1365,929,2157,2834,1960,521,2689,2341,694,255,382,0,0,0,0,0,0
66,318,1672,1549,168,1377,930,2175,2855,1961,523,2701,2347,698,253,384,0,0,0,0,0,0
66,315,1658,1541,167,1372,940,2165,2844,1964,520,2685,2341,694,255,382,0,0,0,0,0,0
66,317,1670,1546,168,1390,955,2193,2882,1987,522,2697,2347,700,257,384,0,0,0,0,0,0
66,318,1676,1548,169,1400,962,2208,2907,2005,523,2705,2350,705,259,386,0,0,0,0,0,0
67,320,1683,1555,171,1417,977,2233,2946,2030,526,2717,2355,712,261,388,0,0,0,0,0,0
67,321,1690,1559,172,1435,989,2262,2994,2058,528,2728,2363,720,264,391,0,0,0,0,0,0
67,322,1698,1564,173,1440,998,2269,3000,2082,529,2738,2371,726,267,393,0,0,0,0,0,0
67,323,1703,1567,174,1445,998,2276,3012,2088,530,2745,2376,730,268,394,0,0,0,0,0,0
67,323,1704,1569,173,1443,991,2278,3017,2084,530,2745,2375,728,268,393,0,0,0,0,0,0
67,321,1694,1565,172,1429,989,2256,2983,2065,529,2736,2367,722,266,391,0,0,0,0,0,0
68,324,1693,1567,172,1426,988,2246,2960,2058,532,2748,2372,719,264,391,0,0,0,0,0,0
67,322,1695,1563,171,1413,979,2226,2929,2033,530,2737,2365,711,261,389,0,0,0,0,0,0
67,320,1688,1557,171,1403,970,2211,2910,2016,528,2726,2359,707,259,387,0,0,0,0,0,0
