"Time (seconds)","Speed (mph)","Grade (rise/run)","Key On/Off (1/0)","Engine Speed (rpm)","Engine Torque (Nm)","Engine Power (kW)"
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,1,645,197.4,13.33
9,0,0,1,672.38,180.95,12.74
10,0,0,1,660.5,197.4,13.65
11,0,0,1,665.88,197.4,13.76
12,0,0,1,670,197.4,13.85
13,0,0,1,684.62,213.85,15.33
14,0,0,1,742.5,246.75,19.19
15,0,0,1,739.62,230.3,17.84
16,0,0,1,748.5,230.3,18.05
17,0,0,1,751.25,230.3,18.12
18,0,0,1,752.12,213.85,16.84
19,0,0,1,750,213.85,16.8
20,0,0,1,748.75,213.85,16.77
21,0,0,1,750.62,213.85,16.81
22,0,0,1,749.62,213.85,16.79
23,0,0,1,748.75,213.85,16.77
24,0,0,1,748.5,213.85,16.76
25,0,0,1,750.75,213.85,16.81
26,0,0,1,750.12,213.85,16.8
27,0,0,1,748.75,213.85,16.77
28,0,0,1,749,213.85,16.77
29,0,0,1,750.88,213.85,16.82
30,0,0,1,747.25,230.3,18.02
31,0.36,0.0007,1,712.62,378.35,28.23
32,1.37,0.0007,1,741.25,378.35,29.37
33,2.09,0.0007,1,749.12,378.35,29.68
34,2.4,0.0007,1,751.75,378.35,29.78
35,2.63,0.0007,1,750.38,361.9,28.44
36,2.68,0.0007,1,749.25,378.35,29.69
37,2.59,0.0007,1,747.75,378.35,29.63
38,2.53,0.0007,1,750.25,378.35,29.73
39,2.5,0.0007,1,758.25,312.55,24.82
40,2.46,0.0007,1,750.75,329,25.87
41,2.41,0.0007,1,751.25,329,25.88
42,2.62,0.0007,1,754.25,312.55,24.69
43,2.96,0.0007,1,753,296.1,23.35
44,3.06,0.0007,1,750.12,312.55,24.55
45,3.03,0.0007,1,750.88,312.55,24.58
46,3.27,0.0007,1,750.62,296.1,23.28
47,2.9,0.0007,1,747.5,312.55,24.47
48,2.69,0.0007,1,748.25,329,25.78
49,2.54,0.0007,1,746.12,345.45,26.99
50,2.21,0.0007,1,749.12,329,25.81
51,1.43,0.0007,1,744.5,329,25.65
52,0.35,0.0007,1,746.25,361.9,28.28
53,0.02,0.0007,1,748.75,345.45,27.09
54,0,0,1,751.88,329,25.9
55,0.07,0.0007,1,785.5,164.5,13.53
56,0.01,0.0007,1,341.75,-131.6,0
57,0,0,0,84,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
61,0,0,0,0,0,0
62,0,0,0,0,0,0
63,0,0,0,0,0,0
64,0,0,0,0,0,0
65,0,0,0,0,0,0
66,0,0,0,0,0,0
67,0,0,0,0,0,0
68,0,0,0,0,0,0
69,0,0,0,0,0,0
70,0,0,0,0,0,0
71,0,0,0,0,0,0
72,0,0,0,0,0,0
73,0,0,0,0,0,0
74,0,0,0,0,0,0
75,0,0,0,0,0,0
76,0,0,0,0,0,0
77,0,0,0,0,0,0
78,0,0,0,0,0,0
79,0,0,0,0,0,0
80,0,0,0,0,0,0
81,0,0,0,0,0,0
82,0,0,0,0,0,0
83,0,0,0,0,0,0
84,0,0,0,0,0,0
85,0,0,0,0,0,0
86,0,0,0,0,0,0
87,0,0,0,0,0,0
88,0,0,0,0,0,0
89,0,0,0,0,0,0
90,0,0,0,0,0,0
91,0,0,0,0,0,0
92,0,0,0,0,0,0
93,0,0,0,0,0,0
94,0,0,0,0,0,0
95,0,0,0,0,0,0
96,0,0,0,0,0,0
97,0,0,0,0,0,0
98,0,0,0,0,0,0
99,0,0,0,0,0,0
100,0,0,0,0,0,0
101,0,0,0,0,0,0
102,0,0,0,0,0,0
103,0,0,0,0,0,0
104,0,0,0,0,0,0
105,0,0,0,0,0,0
106,0,0,0,0,0,0
107,0,0,0,0,0,0
108,0,0,0,0,0,0
109,0,0,0,0,0,0
110,0,0,0,0,0,0
111,0,0,0,0,0,0
112,0,0,0,0,0,0
113,0,0,0,0,0,0
114,0,0,0,0,0,0
115,0,0,0,0,0,0
116,0,0,0,0,0,0
117,0,0,0,0,0,0
118,0,0,0,0,0,0
119,0,0,0,0,0,0
120,0,0,0,0,0,0
121,0,0,0,0,0,0
122,0,0,0,0,0,0
123,0,0,0,0,0,0
124,0,0,0,0,0,0
125,0,0,0,0,0,0
126,0,0,0,0,0,0
127,0,0,0,0,0,0
128,0,0,0,0,0,0
129,0,0,0,0,0,0
130,0,0,0,0,0,0
131,0,0,0,0,0,0
132,0,0,0,0,0,0
133,0,0,0,0,0,0
134,0,0,0,0,0,0
135,0,0,0,0,0,0
136,0,0,0,0,0,0
137,0,0,0,0,0,0
138,0,0,0,0,0,0
139,0,0,0,0,0,0
140,0,0,0,0,0,0
141,0,0,0,0,0,0
142,0,0,0,0,0,0
143,0,0,0,0,0,0
144,0,0,0,0,0,0
145,0,0,0,0,0,0
146,0,0,0,0,0,0
147,0,0,0,0,0,0
148,0,0,0,0,0,0
149,0,0,0,0,0,0
150,0,0,0,0,0,0
151,0,0,0,0,0,0
152,0,0,0,0,0,0
153,0,0,0,0,0,0
154,0,0,0,0,0,0
155,0,0,0,0,0,0
156,0,0,0,0,0,0
157,0,0,0,0,0,0
158,0,0,0,0,0,0
159,0,0,0,0,0,0
160,0,0,0,0,0,0
161,0,0,0,0,0,0
162,0,0,0,0,0,0
163,0,0,0,0,0,0
164,0,0,0,0,0,0
165,0,0,0,0,0,0
166,0,0,0,0,0,0
167,0,0,0,0,0,0
168,0,0,0,0,0,0
169,0,0,0,0,0,0
170,0,0,0,0,0,0
171,0,0,0,0,0,0
172,0,0,0,0,0,0
173,0,0,0,0,0,0
174,0,0,0,0,0,0
175,0,0,0,0,0,0
176,0,0,0,0,0,0
177,0,0,0,0,0,0
178,0,0,0,0,0,0
179,0,0,0,0,0,0
180,0,0,0,0,0,0
181,0,0,0,0,0,0
182,0,0,0,0,0,0
183,0,0,0,0,0,0
184,0,0,0,0,0,0
185,0,0,0,0,0,0
186,0,0,0,0,0,0
187,0,0,0,0,0,0
188,0,0,0,0,0,0
189,0,0,0,0,0,0
190,0,0,0,0,0,0
191,0,0,0,0,0,0
192,0,0,0,0,0,0
193,0,0,0,0,0,0
194,0,0,0,0,0,0
195,0,0,0,0,0,0
196,0,0,0,0,0,0
197,0,0,0,0,0,0
198,0,0,0,0,0,0
199,0,0,0,0,0,0
200,0,0,0,0,0,0
201,0,0,0,0,0,0
202,0,0,0,0,0,0
203,0,0,0,0,0,0
204,0,0,0,0,0,0
205,0,0,0,0,0,0
206,0,0,0,0,0,0
207,0,0,0,0,0,0
208,0,0,0,0,0,0
209,0,0,0,0,0,0
210,0,0,0,0,0,0
211,0,0,0,0,0,0
212,0,0,0,0,0,0
213,0,0,0,0,0,0
214,0,0,0,0,0,0
215,0,0,0,0,0,0
216,0,0,0,0,0,0
217,0,0,0,0,0,0
218,0,0,0,0,0,0
219,0,0,0,0,0,0
220,0,0,0,0,0,0
221,0,0,0,0,0,0
222,0,0,0,0,0,0
223,0,0,0,0,0,0
224,0,0,0,0,0,0
225,0,0,0,0,0,0
226,0,0,0,0,0,0
227,0,0,0,0,0,0
228,0,0,0,0,0,0
229,0,0,0,0,0,0
230,0,0,0,0,0,0
231,0,0,0,0,0,0
232,0,0,0,0,0,0
233,0,0,0,0,0,0
234,0,0,0,0,0,0
235,0,0,0,0,0,0
236,0,0,0,0,0,0
237,0,0,0,0,0,0
238,0,0,0,0,0,0
239,0,0,0,0,0,0
240,0,0,0,0,0,0
241,0,0,0,0,0,0
242,0,0,0,0,0,0
243,0,0,0,0,0,0
244,0,0,0,0,0,0
245,0,0,0,0,0,0
246,0,0,0,0,0,0
247,0,0,0,0,0,0
248,0,0,0,0,0,0
249,0,0,0,0,0,0
250,0,0,0,0,0,0
251,0,0,0,0,0,0
252,0,0,0,0,0,0
253,0,0,0,0,0,0
254,0,0,0,0,0,0
255,0,0,0,0,0,0
256,0,0,0,0,0,0
257,0,0,0,0,0,0
258,0,0,0,0,0,0
259,0,0,0,0,0,0
260,0,0,0,0,0,0
261,0,0,0,0,0,0
262,0,0,0,0,0,0
263,0,0,0,0,0,0
264,0,0,0,0,0,0
265,0,0,0,0,0,0
266,0,0,0,0,0,0
267,0,0,0,0,0,0
268,0,0,0,0,0,0
269,0,0,0,0,0,0
270,0,0,0,0,0,0
271,0,0,0,0,0,0
272,0,0,0,0,0,0
273,0,0,0,0,0,0
274,0,0,0,0,0,0
275,0,0,0,0,0,0
276,0,0,0,0,0,0
277,0,0,0,0,0,0
278,0,0,0,0,0,0
279,0,0,0,0,0,0
280,0,0,0,0,0,0
281,0,0,0,0,0,0
282,0,0,0,0,0,0
283,0,0,0,0,0,0
284,0,0,0,0,0,0
285,0,0,0,0,0,0
286,0,0,0,0,0,0
287,0,0,0,0,0,0
288,0,0,0,0,0,0
289,0,0,0,0,0,0
290,0,0,0,0,0,0
291,0,0,0,0,0,0
292,0,0,0,0,0,0
293,0,0,0,0,0,0
294,0,0,0,0,0,0
295,0,0,0,0,0,0
296,0,0,0,0,0,0
297,0,0,0,0,0,0
298,0,0,0,0,0,0
299,0,0,0,0,0,0
300,0,0,0,0,0,0
301,0,0,0,0,0,0
302,0,0,0,0,0,0
303,0,0,0,0,0,0
304,0,0,0,0,0,0
305,0,0,0,0,0,0
306,0,0,0,0,0,0
307,0,0,0,0,0,0
308,0,0,0,0,0,0
309,0,0,0,0,0,0
310,0,0,0,0,0,0
311,0,0,0,0,0,0
312,0,0,0,0,0,0
313,0,0,0,0,0,0
314,0,0,0,0,0,0
315,0,0,0,0,0,0
316,0,0,0,0,0,0
317,0,0,0,0,0,0
318,0,0,0,0,0,0
319,0,0,0,0,0,0
320,0,0,0,0,0,0
321,0,0,0,0,0,0
322,0,0,0,0,0,0
323,0,0,0,0,0,0
324,0,0,0,0,0,0
325,0,0,0,0,0,0
326,0,0,0,0,0,0
327,0,0,0,0,0,0
328,0,0,0,0,0,0
329,0,0,0,0,0,0
330,0,0,0,0,0,0
331,0,0,0,0,0,0
332,0,0,0,0,0,0
333,0,0,0,0,0,0
334,0,0,0,0,0,0
335,0,0,0,0,0,0
336,0,0,0,0,0,0
337,0,0,0,0,0,0
338,0,0,0,0,0,0
339,0,0,0,0,0,0
340,0,0,0,0,0,0
341,0,0,0,0,0,0
342,0,0,0,0,0,0
343,0,0,0,0,0,0
344,0,0,0,0,0,0
345,0,0,0,0,0,0
346,0,0,0,0,0,0
347,0,0,0,0,0,0
348,0,0,0,0,0,0
349,0,0,0,0,0,0
350,0,0,0,0,0,0
351,0,0,0,0,0,0
352,0,0,0,0,0,0
353,0,0,0,0,0,0
354,0,0,0,0,0,0
355,0,0,0,0,0,0
356,0,0,0,0,0,0
357,0,0,0,0,0,0
358,0,0,0,0,0,0
359,0,0,0,0,0,0
360,0,0,0,0,0,0
361,0,0,0,0,0,0
362,0,0,0,0,0,0
363,0,0,0,0,0,0
364,0,0,0,0,0,0
365,0,0,0,0,0,0
366,0,0,0,0,0,0
367,0,0,0,0,0,0
368,0,0,0,0,0,0
369,0,0,0,0,0,0
370,0,0,0,0,0,0
371,0,0,0,0,0,0
372,0,0,0,0,0,0
373,0,0,0,0,0,0
374,0,0,0,0,0,0
375,0,0,0,0,0,0
376,0,0,0,0,0,0
377,0,0,0,0,0,0
378,0,0,0,0,0,0
379,0,0,0,0,0,0
380,0,0,0,0,0,0
381,0,0,0,0,0,0
382,0,0,0,0,0,0
383,0,0,0,0,0,0
384,0,0,0,0,0,0
385,0,0,0,0,0,0
386,0,0,0,0,0,0
387,0,0,0,0,0,0
388,0,0,0,0,0,0
389,0,0,0,0,0,0
390,0,0,0,0,0,0
391,0,0,0,0,0,0
392,0,0,0,0,0,0
393,0,0,0,0,0,0
394,0,0,0,0,0,0
395,0,0,0,0,0,0
396,0,0,0,0,0,0
397,0,0,0,0,0,0
398,0,0,0,0,0,0
399,0,0,0,0,0,0
400,0,0,0,0,0,0
401,0,0,0,0,0,0
402,0,0,0,0,0,0
403,0,0,0,0,0,0
404,0,0,0,0,0,0
405,0,0,0,0,0,0
406,0,0,0,0,0,0
407,0,0,0,0,0,0
408,0,0,0,0,0,0
409,0,0,0,0,0,0
410,0,0,0,0,0,0
411,0,0,0,0,0,0
412,0,0,0,0,0,0
413,0,0,0,0,0,0
414,0,0,0,0,0,0
415,0,0,0,0,0,0
416,0,0,0,0,0,0
417,0,0,0,0,0,0
418,0,0,0,0,0,0
419,0,0,0,0,0,0
420,0,0,0,0,0,0
421,0,0,0,0,0,0
422,0,0,0,0,0,0
423,0,0,0,0,0,0
424,0,0,0,0,0,0
425,0,0,0,0,0,0
426,0,0,0,0,0,0
427,0,0,0,0,0,0
428,0,0,0,0,0,0
429,0,0,0,0,0,0
430,0,0,0,0,0,0
431,0,0,0,0,0,0
432,0,0,0,0,0,0
433,0,0,0,0,0,0
434,0,0,0,0,0,0
435,0,0,0,0,0,0
436,0,0,0,0,0,0
437,0,0,0,0,0,0
438,0,0,0,0,0,0
439,0,0,0,0,0,0
440,0,0,0,0,0,0
441,0,0,0,0,0,0
442,0,0,0,0,0,0
443,0,0,0,0,0,0
444,0,0,0,0,0,0
445,0,0,1,625,213.85,14
446,0,0,1,652.12,197.4,13.48
447,0,0,1,641.88,197.4,13.27
448,0,0,1,626.75,197.4,12.96
449,0,0,1,614.12,213.85,13.75
450,0,0,1,626.62,230.3,15.11
451,0,0,1,659.62,246.75,17.04
452,0,0,1,694.38,263.2,19.14
453,0.07,0.0007,1,550.12,279.65,16.11
454,0.02,0.0007,1,544.5,312.55,17.82
455,0.6,0.0007,1,607.5,312.55,19.88
456,0.97,0.0007,1,649.5,329,22.38
457,1.54,0.0007,1,721.25,361.9,27.33
458,1.66,0.0007,1,715.38,361.9,27.11
459,1.89,0.0007,1,739.25,361.9,28.02
460,1.09,0.0007,1,739.5,394.8,30.57
461,0.29,0.0007,1,749.62,411.25,32.28
462,0.31,0.0007,1,742.62,378.35,29.42
463,0.02,0.0007,1,747.75,411.25,32.2
464,0,0,1,752.75,394.8,31.12
465,0.01,0.0007,1,755.38,378.35,29.93
466,0.08,0.0007,1,747.75,345.45,27.05
467,1.07,0.0007,1,747.62,411.25,32.2
468,1.83,0.0007,1,751.12,394.8,31.05
469,2.38,0.0007,1,750.88,394.8,31.04
470,2.71,0.0007,1,750.88,378.35,29.75
471,2.78,0.0007,1,753.12,378.35,29.84
472,2.89,0.0007,1,749,394.8,30.97
473,3.12,0.0007,1,749.75,378.35,29.71
474,3.12,0.0007,1,749.88,378.35,29.71
475,3.16,0.0007,1,752.5,361.9,28.52
476,3.58,0.0007,1,760.25,296.1,23.57
477,4.02,0.0007,1,758.25,279.65,22.21
478,4.22,0.0007,1,762.25,246.75,19.7
479,4.43,0.0007,1,761.88,230.3,18.37
480,4.58,0.0007,1,759.5,213.85,17.01
481,4.8,0.0007,1,761.12,197.4,15.73
482,4.9,0.0007,1,760,180.95,14.4
483,4.9,0.0007,1,765.75,230.3,18.47
484,5.15,0.0007,1,862.75,213.85,19.32
485,4.97,0.0007,1,828.25,460.6,39.95
486,5.63,0.0007,1,914.38,460.6,44.1
487,6.55,0.0007,1,1109.25,674.45,78.34
488,8.02,0.0007,1,1232.75,608.65,78.57
489,9.17,0.0007,1,1009.5,378.35,40
490,9.48,0.0007,1,870.75,230.3,21
491,9.3,0.0007,1,767.38,98.7,7.93
492,9.01,0.0007,1,757.38,164.5,13.05
493,8.74,0.0007,1,744.75,213.85,16.68
494,8.47,0.0007,1,751.38,180.95,14.24
495,8.27,0.0007,1,754.62,148.05,11.7
496,8.06,0.0007,1,753.38,164.5,12.98
497,7.85,0.0007,1,748.5,180.95,14.18
498,7.66,0.0007,1,747,213.85,16.73
499,7.51,0.0007,1,748.25,197.4,15.47
500,7.57,0.0007,1,750,180.95,14.21
501,7.81,0.0007,1,906.25,427.7,40.59
502,8.3,0.0007,1,1031.75,608.65,65.76
503,9.22,0.0007,1,1154,509.95,61.63
504,10.16,0.0007,1,1076,361.9,40.78
505,10.65,0.0007,1,1109.12,625.1,72.6
506,11.54,0.0007,1,1248.5,592.2,77.43
507,11.54,0.0007,1,1248.5,592.2,77.43
508,12.48,0.0007,1,1147.38,345.45,41.51
509,13.18,0.0007,1,1110.88,394.8,45.93
510,13.8,0.0007,1,1140.25,312.55,37.32
511,14.15,0.0007,1,1186.62,180.95,22.49
512,14.56,0.0007,1,1234.62,394.8,51.04
513,15.19,0.0007,1,1269.5,411.25,54.67
514,15.36,0.0007,1,1254.62,-32.9,0
515,14.96,0.0007,1,1227.25,-131.6,0
516,14.21,0.0007,1,1165.12,49.35,6.02
517,14.52,0.0007,1,1239.5,378.35,49.11
518,15.11,0.0007,1,1200.88,279.65,35.17
519,15.09,0.0007,1,1276.88,197.4,26.4
520,15.73,0.0007,1,1318.5,542.85,74.95
521,15.91,0.0007,1,1331.5,49.35,6.88
522,15.42,0.0007,1,1259.88,-65.8,0
523,14.59,0.0007,1,1195.88,-32.9,0
524,13.92,0.0007,1,1150.12,246.75,29.72
525,14.12,0.0007,1,1188.12,707.35,88.01
526,14.86,0.0007,1,1232,575.75,74.28
527,15.52,0.0007,1,1305.38,608.65,83.2
528,16.08,0.0007,1,1339,394.8,55.36
529,16.51,0.0007,1,1370.12,148.05,21.24
530,15.68,0.0007,1,1246.62,-164.5,0
531,14.24,0.0007,1,1156.75,-148.05,0
532,13.01,0.0007,1,1069.62,-180.95,0
533,11,0.0007,1,736.25,16.45,1.27
534,8.69,0.0007,1,731.12,115.15,8.82
535,5.99,0.0007,1,716.38,180.95,13.57
536,1.89,0.0007,1,711,197.4,14.7
537,0.98,0.0007,1,861.62,460.6,41.56
538,2.96,0.0007,1,1207.12,690.9,87.34
539,5.65,0.0007,1,1185,773.15,95.94
540,8.04,0.0007,1,1234.25,789.6,102.06
541,10.01,0.0007,1,1530.25,888.3,142.35
542,11.91,0.0007,1,1506.25,789.6,124.55
543,13.82,0.0007,1,1170.12,1102.15,135.05
544,16.15,0.0007,1,1376.88,1200.85,173.15
545,18.55,0.0007,1,1581.5,1135.05,187.98
546,20.8,0.0007,1,1740.75,888.3,161.93
547,22.2,0.0007,1,1391,871.85,127
548,23.39,0.0007,1,1455.25,838.95,127.85
549,24.37,0.0007,1,1517.12,707.35,112.38
550,25.09,0.0007,1,1554.5,493.5,80.34
551,24.84,0.0007,1,1511.75,-213.85,0
552,23.23,0.0007,1,1413.88,-197.4,0
553,21.66,0.0007,1,1313.62,-164.5,0
554,19.19,0.0007,1,1180,-148.05,0
555,16.75,0.0007,1,1325.62,-164.5,0
556,14.78,0.0007,1,1189.75,-148.05,0
557,11.87,0.0007,1,892.5,-164.5,0
558,8.64,0.0007,1,736.88,65.8,5.08
559,5.17,0.0007,1,712.62,197.4,14.73
560,2.51,0.0007,1,770.88,493.5,39.84
561,3.69,0.0007,1,1184.88,641.55,79.6
562,5.93,0.0007,1,1314.12,707.35,97.34
563,8.09,0.0007,1,1246.25,822.5,107.34
564,9.91,0.0007,1,1505,904.75,142.59
565,11.48,0.0007,1,1710.75,855.4,153.24
566,12.88,-0.0008,1,1110.5,855.4,99.48
567,14.67,-0.0004,1,1254.5,1151.5,151.27
568,16.85,0.0001,1,1432.25,1167.95,175.17
569,19.01,0.0005,1,1617.38,1135.05,192.24
570,21.02,0.0004,1,1565.25,690.9,113.25
571,22.54,0.0003,1,1411.38,1184.4,175.05
572,24.22,0.0002,1,1512.25,1151.5,182.35
573,25.86,-0.0004,1,1618.5,1118.6,189.59
574,27.5,-0.001,1,1705,789.6,140.98
575,27.98,-0.0015,1,1341.88,444.15,62.41
576,28.7,-0.0021,1,1252.5,493.5,64.73
577,28.88,-0.0026,1,1249.75,164.5,21.53
578,28.57,-0.003,1,1706.5,444.15,79.37
579,28.74,-0.0033,1,1768.75,444.15,82.27
580,29.08,-0.0028,1,1791.25,246.75,46.29
581,29,-0.0019,1,1380.25,180.95,26.15
582,29.39,-0.001,1,1276.38,493.5,65.96
583,29.88,0,1,1302.5,822.5,112.19
584,30.65,0.0008,1,1336.75,1019.9,142.77
585,31.37,0.0011,1,1365.12,838.95,119.93
586,31.81,0.0014,1,1379.25,460.6,66.53
587,31.44,0.0011,1,1360.12,197.4,28.12
588,31.26,0.0007,1,1351.88,509.95,72.19
589,31.12,0.0001,1,1328.25,-98.7,0
590,29.69,-0.0005,1,1267.25,-164.5,0
591,27.23,-0.0011,1,1485.25,-164.5,0
592,25.17,-0.0018,1,1518.62,-164.5,0
593,22.96,-0.0025,1,1386.75,-148.05,0
594,20.98,-0.003,1,1271.62,-197.4,0
595,18.44,-0.0035,1,1350.12,-230.3,0
596,16.97,-0.0039,1,1423.25,329,49.03
597,17.61,-0.0044,1,1492.12,987,154.22
598,19.23,-0.0048,1,1626.88,1118.6,190.57
599,21.07,-0.0053,1,1484.25,674.45,104.83
600,22.65,-0.0059,1,1426.88,1167.95,174.52
601,24.45,-0.0064,1,1526.75,1151.5,184.1
602,26.27,-0.007,1,1644.25,1118.6,192.61
603,28.1,-0.0077,1,1756.12,1085.7,199.66
604,29.56,-0.0083,1,1687.38,690.9,122.08
605,31.05,-0.0091,1,1360.5,1200.85,171.09
606,32.66,-0.0099,1,1432,1102.15,165.28
607,33.64,-0.0108,1,1460,542.85,83
608,33.91,-0.0119,1,1464.88,-16.45,0
609,33.79,-0.0131,1,1460.75,16.45,2.52
610,33.4,-0.0141,1,1447.38,-164.5,0
611,33.45,-0.0151,1,1448.88,213.85,32.45
612,33.53,-0.016,1,1449.5,82.25,12.48
613,33.54,-0.0166,1,1451.88,296.1,45.02
614,33.66,-0.017,1,1463.25,608.65,93.26
615,34.03,-0.0172,1,1475.25,460.6,71.16
616,34.25,-0.017,1,1487.25,312.55,48.68
617,34.21,-0.0167,1,1481.25,-148.05,0
618,33.98,-0.0163,1,1464,-148.05,0
619,32.82,-0.0159,1,1414.75,-148.05,0
620,31.5,-0.0155,1,1352.88,-180.95,0
621,29.67,-0.0152,1,1452.25,-230.3,0
622,28.06,-0.0149,1,1713.25,-263.2,0
623,26.61,-0.0147,1,1600.38,-263.2,0
624,24.64,-0.0145,1,1494.38,-263.2,0
625,22.51,-0.0144,1,1349.62,-246.75,0
626,19.36,-0.0143,1,1532.25,-296.1,0
627,17.35,-0.0143,1,1401.25,-246.75,0
628,14.02,-0.0142,1,1087.75,-246.75,0
629,9.84,-0.0142,1,717.88,82.25,6.18
630,6.78,-0.0142,1,704.12,164.5,12.13
631,2.56,-0.0142,1,701.25,180.95,13.29
632,0.1,-0.0142,1,735.25,180.95,13.93
633,0.02,-0.0142,1,757.12,131.6,10.43
634,0.01,-0.0142,1,753.88,115.15,9.09
635,0,0,1,819,427.7,36.68
636,2.18,-0.0142,1,1084,559.3,63.49
637,5.32,-0.0142,1,891.12,542.85,50.66
638,7.59,-0.0142,1,1167.62,625.1,76.43
639,9.42,-0.0142,1,1441.5,690.9,104.29
640,10.97,-0.0143,1,1629.25,723.8,123.49
641,12.86,-0.0144,1,1083.38,904.75,102.64
642,14.96,-0.0146,1,1280.88,1151.5,154.45
643,17.48,-0.0148,1,1497.62,1167.95,183.17
644,19.94,-0.015,1,1478.12,789.6,122.22
645,22.16,-0.0154,1,1393.38,1102.15,160.82
646,24.13,-0.0159,1,1503.75,871.85,137.29
647,25.62,-0.0164,1,1597.88,822.5,137.63
648,26.75,-0.0165,1,1604.88,674.45,113.35
649,28.25,-0.0161,1,1242.5,1167.95,151.97
650,29.96,-0.015,1,1314.75,1200.85,165.33
651,31.71,-0.0137,1,1390.25,1184.4,172.43
652,33.36,-0.0124,1,1463.38,1167.95,178.98
653,35.05,-0.0114,1,1533.25,1151.5,184.89
654,36.68,-0.0113,1,1606.88,1135.05,191
655,38.33,-0.0121,1,1676.38,1102.15,193.48
656,39.88,-0.0137,1,1741.25,1085.7,197.97
657,41.05,-0.0156,1,1771.75,230.3,42.73
658,40.83,-0.0168,1,1782.12,-263.2,0
659,41.14,-0.0176,1,1797.5,16.45,3.1
660,41.65,-0.0174,1,1781.62,-98.7,0
661,41.2,-0.0167,1,1772.25,-197.4,0
662,38.6,-0.0159,1,1654.25,-164.5,0
663,37.45,-0.0151,1,1633.5,723.8,123.81
664,37.02,-0.0144,1,1618,-82.25,0
665,36.55,-0.0139,1,1579.5,0,0
666,36.53,-0.0135,1,1580.75,411.25,68.08
667,35.85,-0.0132,1,1550.75,-164.5,0
668,35.04,-0.0129,1,1511.88,-148.05,0
669,33.97,-0.0127,1,1460.38,82.25,12.58
670,33.42,-0.0125,1,1452.62,263.2,40.04
671,32.65,-0.0123,1,1401.38,-148.05,0
672,30.71,-0.0121,1,1298.38,-131.6,0
673,28.3,-0.012,1,1716.88,-180.95,0
674,26.82,-0.0118,1,1636.5,-213.85,0
675,24.89,-0.0117,1,1528,-213.85,0
676,23.41,-0.0115,1,1428.75,-230.3,0
677,21.84,-0.0114,1,1333.25,-230.3,0
678,18.47,-0.0113,1,1471,-279.65,0
679,16.51,-0.0128,1,1312.75,-246.75,0
680,14,-0.0127,1,1131.25,-246.75,0
681,11.91,-0.0126,1,828.5,-246.75,0
682,9.41,-0.0125,1,732.75,32.9,2.52
683,7.9,-0.0124,1,720.88,115.15,8.69
684,4.69,-0.0124,1,708.12,180.95,13.42
685,1.7,-0.0124,1,716.5,164.5,12.34
686,0.14,-0.0124,1,746.88,164.5,12.87
687,0,0,1,754.38,148.05,11.7
688,0,0,1,750,148.05,11.63
689,0,0,1,751.25,131.6,10.35
690,0,0,1,761.12,115.15,9.18
691,0,0,1,748.12,131.6,10.31
692,0,0,1,748.75,115.15,9.03
693,0,0,1,751.75,115.15,9.06
694,0,0,1,750.12,115.15,9.05
695,0,0,1,747.75,115.15,9.02
696,0,0,1,748.75,131.6,10.32
697,0,0,1,751.62,115.15,9.06
698,0,0,1,752.12,115.15,9.07
699,0,0,1,747.5,131.6,10.3
700,0,0,1,748.5,131.6,10.32
701,0,0,1,751,115.15,9.06
702,0,0,1,750.5,115.15,9.05
703,0,0,1,743.62,131.6,10.25
704,0,0,1,750.25,230.3,18.09
705,0,0,1,755.25,148.05,11.71
706,0,0,1,747.38,180.95,14.16
707,0,0,1,749.38,164.5,12.91
708,0,0,1,754.12,164.5,12.99
709,0,0,1,752.25,164.5,12.96
710,0,0,1,749,164.5,12.9
711,0,0,1,749.5,148.05,11.62
712,0,0,1,748.12,164.5,12.89
713,0,0,1,748.25,180.95,14.18
714,0,0,1,752.12,180.95,14.25
715,0,0,1,750.75,148.05,11.64
716,0,0,1,747.75,148.05,11.59
717,0,0,1,749.62,180.95,14.2
718,0,0,1,752.12,148.05,11.66
719,0,0,1,752.12,148.05,11.66
720,0,0,1,752.12,148.05,11.66
721,0,0,1,752.12,148.05,11.66
722,0,0,1,752.12,148.05,11.66
723,0,0,1,752.12,148.05,11.66
724,0,0,1,752.12,148.05,11.66
725,0,0,1,752.12,148.05,11.66
726,0,0,1,752.12,148.05,11.66
727,0,0,1,749.12,164.5,12.9
728,0.44,-0.0123,1,723.38,246.75,18.69
729,1.71,-0.0123,1,749.38,279.65,21.95
730,2.85,-0.0123,1,758.75,213.85,16.99
731,3.78,-0.0122,1,855.38,526.4,47.15
732,5.18,-0.0122,1,782.88,-180.95,0
733,5.36,-0.0121,1,723.62,115.15,8.73
734,3.74,-0.012,1,724.5,164.5,12.48
735,1.41,-0.012,1,724.12,164.5,12.47
736,0.19,-0.012,1,740.88,427.7,33.18
737,1.96,-0.0119,1,1073.38,641.55,72.11
738,5.36,-0.0119,1,990,625.1,64.81
739,7.54,-0.0117,1,1166.38,674.45,82.38
