"Time (seconds)","Speed (mph)","Grade (rise/run)","Key On/Off (1/0)","Engine Speed (rpm)","Engine Torque (Nm)","Engine Power (kW)"
15338,0,0,1,748.5,98.7,7.74
15339,0,0,1,750.75,98.7,7.76
15340,0,0,1,749.62,98.7,7.75
15341,0,0,1,750.62,98.7,7.76
15342,0,0,1,749.62,98.7,7.75
15343,0,0,1,749.75,98.7,7.75
15344,0,0,1,749,98.7,7.74
15345,0,0,1,751.62,98.7,7.77
15346,0,0,1,749.88,98.7,7.75
15347,0,0,1,749.88,98.7,7.75
15348,0,0,1,749.88,98.7,7.75
15349,0,0,1,749.88,98.7,7.75
15350,0,0,1,749.88,98.7,7.75
15351,0,0,1,749.88,98.7,7.75
15352,0,0,1,749.88,98.7,7.75
15353,0,0,1,750,98.7,7.75
15354,0,0,1,749.88,98.7,7.75
15355,0,0,1,750.38,98.7,7.76
15356,0.42,-0.0016,1,732.88,164.5,12.62
15357,2.23,-0.0016,1,945.25,427.7,42.34
15358,4.06,-0.0015,1,727.12,148.05,11.27
15359,5,-0.0014,1,1228.38,542.85,69.83
15360,6.49,-0.0012,1,1217.12,575.75,73.38
15361,7.5,-0.001,1,1246,427.7,55.81
15362,8.23,-0.0007,1,751.62,32.9,2.59
15363,7.98,-0.0005,1,739.62,98.7,7.64
15364,6.17,-0.0003,1,734.25,148.05,11.38
15365,3.31,-0.0003,1,737.25,131.6,10.16
15366,0.3,-0.0003,1,742,131.6,10.23
15367,0.04,-0.0003,1,750.62,131.6,10.34
15368,0,0,1,749.75,131.6,10.33
15369,0,0,1,752.12,115.15,9.07
15370,0,0,1,751.75,115.15,9.06
15371,0,0,1,750.5,115.15,9.05
15372,0,0,1,748,115.15,9.02
15373,0,0,1,750,115.15,9.04
15374,0,0,1,750.12,115.15,9.05
15375,0,0,1,749.62,115.15,9.04
15376,0,0,1,747.88,115.15,9.02
15377,0,0,1,750.5,115.15,9.05
15378,0,0,1,750.62,115.15,9.05
15379,0,0,1,750.38,115.15,9.05
15380,0,0,1,748.38,115.15,9.02
15381,0,0,1,750.25,115.15,9.05
15382,0,0,1,750.25,115.15,9.05
15383,0,0,1,748.88,115.15,9.03
15384,0,0,1,747.5,115.15,9.01
15385,0,0,1,750,115.15,9.04
15386,0,0,1,750,115.15,9.04
15387,0,0,1,749.88,115.15,9.04
15388,0,0,1,748.88,115.15,9.03
15389,0,0,1,750,115.15,9.04
15390,0,0,1,749.38,115.15,9.04
15391,0,0,1,750.12,115.15,9.05
15392,0,0,1,749.12,115.15,9.03
15393,0,0,1,749.75,115.15,9.04
15394,0,0,1,749.25,115.15,9.03
15395,0,0,1,749.62,115.15,9.04
15396,0,0,1,749,115.15,9.03
15397,0,0,1,749.5,115.15,9.04
15398,0,0,1,848.5,427.7,38
15399,1.85,-0.0001,1,1156.12,641.55,77.67
15400,4.52,0,1,1321.25,460.6,63.73
15401,5.53,0.0002,1,984.5,493.5,50.88
15402,5.91,0.0004,1,770,-115.15,0
15403,5.52,0.0006,1,1198.25,559.3,70.18
15404,6.55,0.0008,1,1398.62,608.65,89.15
15405,8.06,0.0011,1,1480.75,707.35,109.68
15406,10.09,0.0014,1,1460.88,641.55,98.15
15407,11.55,0.0018,1,957.25,-32.9,0
15408,11.33,0.0022,1,934.75,65.8,6.44
15409,11.22,0.0025,1,1357.38,559.3,79.5
15410,11.84,0.0029,1,1238,180.95,23.46
15411,12.12,0.0032,1,1067.12,49.35,5.51
15412,11.83,0.0035,1,914,-115.15,0
15413,11.54,0.0039,1,1103.62,246.75,28.52
15414,11.44,0.0042,1,989.12,32.9,3.41
15415,11.07,0.0044,1,751,16.45,1.29
15416,10.1,0.0046,1,756.12,-16.45,0
15417,8.44,0.0048,1,746.88,49.35,3.86
15418,7.33,0.005,1,737.62,115.15,8.89
15419,6.58,0.0051,1,737.75,115.15,8.9
15420,5.55,0.0052,1,735.88,148.05,11.41
15421,3.05,0.0052,1,738.5,131.6,10.18
15422,0.65,0.0052,1,738.75,148.05,11.45
15423,0.04,0.0052,1,754.75,131.6,10.4
15424,0,0,1,753,115.15,9.08
15425,0,0,1,752,115.15,9.07
15426,0,0,1,752,98.7,7.77
15427,0,0,1,752.75,82.25,6.48
15428,0,0,1,749.38,98.7,7.75
15429,0,0,1,749.38,98.7,7.75
15430,0,0,1,749.12,98.7,7.74
15431,0,0,1,750.88,98.7,7.76
15432,0,0,1,749.5,98.7,7.75
15433,0,0,1,749.62,98.7,7.75
15434,0,0,1,750,98.7,7.75
15435,0,0,1,751.62,98.7,7.77
15436,0,0,1,750,98.7,7.75
15437,0,0,1,750,98.7,7.75
15438,0,0,1,748.88,98.7,7.74
15439,0,0,1,751,98.7,7.76
15440,0,0,1,750.12,98.7,7.75
15441,0,0,1,749.88,98.7,7.75
15442,0,0,1,749.62,98.7,7.75
15443,0,0,1,751.62,98.7,7.77
15444,0,0,1,749.88,98.7,7.75
15445,0,0,1,750.25,98.7,7.75
15446,0,0,1,749.12,98.7,7.74
15447,0,0,1,751.12,98.7,7.76
15448,0,0,1,749.62,98.7,7.75
15449,0,0,1,750.38,98.7,7.76
15450,0,0,1,750.5,98.7,7.76
15451,0,0,1,750.25,98.7,7.75
15452,0,0,1,750.38,98.7,7.76
15453,0,0,1,749.75,98.7,7.75
15454,0,0,1,749,98.7,7.74
15455,0,0,1,751.5,98.7,7.77
15456,0,0,1,749.25,98.7,7.74
15457,0,0,1,749.62,98.7,7.75
15458,0,0,1,749.62,98.7,7.75
15459,0,0,1,750.88,98.7,7.76
15460,0,0,1,749.38,98.7,7.75
15461,0,0,1,749.75,98.7,7.75
15462,0,0,1,749.38,98.7,7.75
15463,0,0,1,751.25,98.7,7.76
15464,0,0,1,944.75,460.6,45.57
15465,1.96,0.0053,1,1265.12,658,87.17
15466,4.93,0.0053,1,1390.62,756.7,110.2
15467,7.87,0.0055,1,1235,674.45,87.23
15468,9.92,0.0056,1,1544.62,789.6,127.72
15469,11.8,0.0058,1,1557.38,592.2,96.58
15470,13.45,0.006,1,1157.5,674.45,81.75
15471,14.77,0.0062,1,1267.38,559.3,74.23
15472,15.73,0.0064,1,1329.12,575.75,80.14
15473,17.11,0.0065,1,1452,1167.95,177.59
15474,19.39,0.0068,1,1659.12,1102.15,191.49
15475,21.45,0.0072,1,1353.25,1200.85,170.17
15476,23.43,0.0079,1,1474.75,1151.5,177.83
15477,25.26,0.0093,1,1586.5,1019.9,169.44
15478,26.97,0.0099,1,1688.25,1003.45,177.4
15479,28.39,0.01,1,1747.88,625.1,114.42
15480,29.19,0.0101,1,1276.25,855.4,114.32
15481,29.97,0.0102,1,1306.75,658,90.04
15482,30.72,0.0103,1,1339,641.55,89.96
15483,31.72,0.0105,1,1388.5,954.1,138.73
15484,32.78,0.0109,1,1440.5,904.75,136.48
15485,33.83,0.0112,1,1474.75,592.2,91.46
15486,34.82,0.0116,1,1520.25,740.25,117.85
15487,35.62,0.0119,1,1552,444.15,72.19
15488,35.66,0.0123,1,1550,180.95,29.37
15489,35.58,0.0124,1,1547,115.15,18.65
15490,35.62,0.0126,1,1549.25,279.65,45.37
15491,35.83,0.0126,1,1555.88,213.85,34.84
15492,35.94,0.0126,1,1567.5,230.3,37.8
15493,36.01,0.0126,1,1560.12,164.5,26.88
15494,35.83,0.0127,1,1546.38,65.8,10.66
15495,35.73,0.0129,1,1542,98.7,15.94
15496,35.48,0.0132,1,1538.12,427.7,68.89
15497,35.53,0.0135,1,1545.75,559.3,90.53
15498,35.64,0.0138,1,1544.75,444.15,71.85
15499,35.26,0.0142,1,1522.5,148.05,23.6
15500,35.21,0.0148,1,1528.25,509.95,81.61
15501,35.28,0.0149,1,1527.88,378.35,60.54
15502,35.11,0.015,1,1520.88,329,52.4
15503,34.87,0.015,1,1507.62,263.2,41.55
15504,34.19,0.0155,1,1472.62,-131.6,0
15505,33.09,0.017,1,1415.38,-131.6,0
15506,31.61,0.017,1,1357.12,-131.6,0
15507,29.65,0.017,1,1609.88,-197.4,0
15508,27.57,0.0168,1,1657,-230.3,0
15509,24.73,0.0167,1,1465.75,-230.3,0
15510,20.81,0.0165,1,1406.25,-230.3,0
15511,17.26,0.0163,1,1355.5,-230.3,0
15512,13.89,0.0161,1,1070.12,-230.3,0
15513,9.88,0.016,1,729.38,16.45,1.26
15514,6.33,0.0159,1,707.12,148.05,10.96
15515,1.87,0.0159,1,707,164.5,12.18
15516,0.13,0.0159,1,743.88,164.5,12.81
15517,0,0,1,751.5,131.6,10.36
15518,0,0,1,749.38,131.6,10.33
15519,0,0,1,749.25,131.6,10.33
15520,0,0,1,749.62,131.6,10.33
15521,0,0,1,751.12,131.6,10.35
15522,0,0,1,752,131.6,10.36
15523,0,0,1,753.25,98.7,7.79
15524,0,0,1,749.25,98.7,7.74
15525,0,0,1,747.5,115.15,9.01
15526,0,0,1,749.25,115.15,9.03
15527,0,0,1,748.88,115.15,9.03
15528,0,0,1,749.25,131.6,10.33
15529,0,0,1,750.38,131.6,10.34
15530,0,0,1,750.5,131.6,10.34
15531,0,0,1,749.75,131.6,10.33
15532,0,0,1,749.75,131.6,10.33
15533,0,0,1,750.38,131.6,10.34
15534,0,0,1,750.25,131.6,10.34
15535,0,0,1,753.5,115.15,9.09
15536,0,0,1,752.38,98.7,7.78
15537,0,0,1,747.12,98.7,7.72
15538,0,0,1,750.38,115.15,9.05
15539,0,0,1,879.5,427.7,39.39
15540,1.79,0.0158,1,1211.5,658,83.48
15541,4.8,0.0158,1,1354.38,674.45,95.66
15542,7.68,0.0157,1,1214.12,625.1,79.48
15543,9.48,0.0156,1,1456.12,756.7,115.39
15544,11.23,0.0154,1,1675.25,855.4,150.06
15545,12.6,0.0152,1,1268.5,806.05,107.07
15546,14.67,0.015,1,1264.5,1118.6,148.12
15547,17.25,0.0147,1,1487.25,1151.5,179.34
15548,19.98,0.0144,1,1660,723.8,125.82
15549,22.5,0.0139,1,1423,921.2,137.27
15550,24.5,0.0135,1,1534,707.35,113.63
15551,25.86,0.0131,1,1453.88,312.55,47.59
15552,27.19,0.0127,1,1191.75,904.75,112.91
15553,28.55,0.0124,1,1244.12,542.85,70.72
15554,28.87,0.0122,1,1259.38,131.6,17.36
15555,28.29,0.012,1,1468.5,180.95,27.83
15556,28.08,0.012,1,1728.38,608.65,110.16
15557,28.59,0.0121,1,1764.38,329,60.79
15558,28.31,0.0122,1,1757.25,65.8,12.11
15559,28.32,0.0126,1,1747.5,460.6,84.29
15560,28.42,0.0131,1,1519.5,246.75,39.26
15561,28.74,0.0136,1,1252.5,559.3,73.36
15562,29.05,0.0141,1,1267.5,740.25,98.26
15563,29.4,0.0146,1,1277.88,361.9,48.43
15564,29.46,0.0151,1,1274.38,246.75,32.93
15565,28.83,0.0152,1,1719.62,296.1,53.32
15566,28.72,0.0153,1,1773.75,312.55,58.06
15567,29.2,0.0152,1,1804.75,230.3,43.53
15568,29.19,0.0147,1,1403.38,82.25,12.09
15569,29.23,0.0142,1,1266.88,-32.9,0
15570,28.89,0.0135,1,1258,-115.15,0
15571,27.91,0.0126,1,1670.38,-164.5,0
15572,26.93,0.0117,1,1644.88,-197.4,0
15573,25.68,0.0109,1,1562,-213.85,0
15574,24.33,0.0102,1,1476.5,-213.85,0
15575,23.85,0.0095,1,1442.12,526.4,79.5
15576,24.09,0.0089,1,1497.75,592.2,92.88
15577,24.75,0.0084,1,1540.62,707.35,114.12
15578,25.48,0.0079,1,1587.12,822.5,136.7
15579,26.33,0.0075,1,1637.25,822.5,141.02
15580,27.11,0.0071,1,1682.75,559.3,98.56
15581,27.47,0.0068,1,1375.62,559.3,80.57
15582,28.25,0.0065,1,1234.38,641.55,82.93
15583,29.09,0.0062,1,1271.75,789.6,105.16
15584,29.86,0.0058,1,1299.5,559.3,76.11
15585,30.66,0.0052,1,1329.88,493.5,68.73
15586,31.2,0.005,1,1348.88,493.5,69.71
15587,31.3,0.0049,1,1362.62,493.5,70.42
15588,31.67,0.0048,1,1377.25,444.15,64.06
15589,31.83,0.0047,1,1381.62,378.35,54.74
15590,31.92,0.0045,1,1383,164.5,23.82
15591,32.16,0.0043,1,1397.12,329,48.13
15592,32.38,0.004,1,1404.25,411.25,60.48
15593,32.42,0.0038,1,1413.62,394.8,58.44
15594,32.74,0.0035,1,1423.75,493.5,73.58
15595,32.86,0.0033,1,1422.88,82.25,12.26
15596,33.13,0.0032,1,1437,411.25,61.89
15597,33.68,0.0031,1,1451.5,0,0
15598,34.33,0.0032,1,1470.38,-115.15,0
15599,34.58,0.0033,1,1502.5,-213.85,0
15600,34.78,0.0035,1,1509.88,-131.6,0
15601,35.21,0.0036,1,1537.62,-65.8,0
15602,35.42,0.0035,1,1544.12,-131.6,0
15603,35.42,0.0034,1,1534,-213.85,0
15604,35.08,0.0032,1,1511.12,-213.85,0
15605,34.44,0.0029,1,1491.5,-82.25,0
15606,33.8,0.0026,1,1458.62,-180.95,0
15607,33.19,0.0023,1,1461.75,411.25,62.95
15608,33.64,0.002,1,1464,592.2,90.79
15609,33.88,0.0017,1,1470,658,101.29
15610,34.37,0.0012,1,1487.25,608.65,94.79
15611,34.78,0.0007,1,1505.38,559.3,88.17
15612,34.91,0.0002,1,1508.38,296.1,46.77
15613,34.59,-0.0003,1,1489.25,296.1,46.18
15614,34.19,-0.0009,1,1475.25,427.7,66.07
15615,33.64,-0.0013,1,1453.25,361.9,55.08
15616,33.05,-0.0016,1,1427.88,493.5,73.79
15617,32.93,-0.0018,1,1429.5,838.95,125.59
15618,32.92,-0.002,1,1427,838.95,125.37
15619,32.98,-0.002,1,1431.88,378.35,56.73
15620,32.91,-0.002,1,1428,690.9,103.32
15621,33.03,-0.002,1,1434.5,509.95,76.6
15622,33.17,-0.0018,1,1440,460.6,69.46
15623,32.69,-0.0017,1,1426.88,-213.85,0
15624,32.83,-0.0016,1,1434.62,427.7,64.25
15625,32.72,-0.0016,1,1436.25,-49.35,0
15626,32.78,-0.0017,1,1423.88,164.5,24.53
15627,32.52,-0.0019,1,1423.75,279.65,41.69
15628,32.84,-0.0022,1,1427.12,460.6,68.84
15629,33.03,-0.0026,1,1435.62,312.55,46.99
15630,33.31,-0.0031,1,1444.62,246.75,37.33
15631,33.2,-0.0037,1,1436.5,65.8,9.9
15632,32.89,-0.0043,1,1418.5,263.2,39.1
15633,32.89,-0.0047,1,1425.12,608.65,90.83
15634,32.74,-0.005,1,1412.62,49.35,7.3
15635,32.64,-0.0052,1,1414,213.85,31.67
15636,32.45,-0.0053,1,1408.12,-82.25,0
15637,32.58,-0.005,1,1414.12,213.85,31.67
15638,32.64,-0.0048,1,1411.38,164.5,24.31
15639,32.44,-0.0045,1,1408.12,-164.5,0
15640,32.06,-0.0042,1,1386.75,-197.4,0
15641,31.66,-0.004,1,1367.12,-197.4,0
15642,31,-0.0037,1,1337.88,-197.4,0
15643,30.51,-0.0035,1,1317.5,-197.4,0
15644,30.39,-0.0033,1,1320.12,148.05,20.47
15645,29.95,-0.0032,1,1574.5,148.05,24.41
15646,29.24,-0.0031,1,1795.88,-65.8,0
15647,28.61,-0.003,1,1754.25,-246.75,0
15648,28.36,-0.0029,1,1736.88,82.25,14.96
15649,27.85,-0.0028,1,1686.38,-16.45,0
15650,28.27,-0.0027,1,1222.88,296.1,37.92
15651,28.65,-0.0027,1,1248.25,575.75,75.26
15652,29.14,-0.0027,1,1268.88,427.7,56.83
15653,29.83,-0.0027,1,1301.12,592.2,80.69
15654,30.48,-0.0027,1,1324.62,559.3,77.58
15655,30.86,-0.0027,1,1330,180.95,25.2
15656,30.66,-0.0026,1,1321.62,-180.95,0
15657,30.3,-0.0025,1,1302.25,-180.95,0
15658,29.4,-0.0025,1,1342.62,131.6,18.5
15659,28.74,-0.0026,1,1772.62,197.4,36.64
15660,28.31,-0.0027,1,1761,-131.6,0
15661,28.49,-0.0029,1,1774.75,263.2,48.92
15662,28.71,-0.003,1,1301.62,82.25,11.21
15663,28.74,-0.0032,1,1234.62,-164.5,0
15664,28.26,-0.0035,1,1557.5,-65.8,0
15665,27.8,-0.0037,1,1698.75,-98.7,0
15666,27.39,-0.004,1,1723.62,263.2,47.51
15667,27.05,-0.0042,1,1645.62,-213.85,0
15668,26.2,-0.0045,1,1608.25,-213.85,0
15669,26.04,-0.0049,1,1579.62,82.25,13.61
15670,25.33,-0.0049,1,1539,-213.85,0
15671,24.29,-0.005,1,1476.88,-213.85,0
15672,23.2,-0.005,1,1412.12,-197.4,0
15673,22.03,-0.0049,1,1341.62,-197.4,0
15674,20.65,-0.0049,1,1236.25,-180.95,0
15675,17.29,-0.0048,1,1383.38,-197.4,0
15676,14.49,-0.0047,1,1130.62,-164.5,0
15677,10.59,-0.0046,1,761.75,-131.6,0
15678,5.93,-0.0045,1,723.88,98.7,7.48
15679,1.36,-0.0045,1,721.88,82.25,6.22
15680,0.03,-0.0045,1,750,98.7,7.75
15681,0,0,1,752.75,82.25,6.48
15682,0,0,1,749.62,65.8,5.17
15683,0,0,1,751.88,65.8,5.18
15684,0,0,1,753.5,49.35,3.89
15685,0,0,1,751.38,65.8,5.18
15686,0,0,1,749.75,65.8,5.17
15687,0,0,1,749.12,65.8,5.16
15688,0,0,1,748.75,82.25,6.45
15689,0.23,-0.0044,1,736.75,148.05,11.42
15690,1.52,-0.0044,1,840,312.55,27.49
15691,3.18,-0.0044,1,1216.12,608.65,77.51
15692,5.44,-0.0043,1,1418.25,625.1,92.84
15693,7.5,-0.0042,1,1640.75,888.3,152.63
15694,10.58,-0.0041,1,1791.5,904.75,169.74
15695,13.8,-0.0039,1,1371.75,806.05,115.79
15696,16.03,-0.0037,1,1360.5,625.1,89.06
15697,17.4,-0.0033,1,1125.5,954.1,112.45
15698,19.16,-0.0029,1,1210.25,1085.7,137.6
15699,21.08,-0.0025,1,1333.5,1184.4,165.39
15700,23.15,-0.0019,1,1458.62,1151.5,175.89
15701,24.87,-0.0013,1,1558,674.45,110.04
15702,25.7,-0.0006,1,1580.25,246.75,40.83
15703,25.44,0,1,1389.25,-148.05,0
15704,24.98,0.0005,1,1079.38,180.95,20.45
15705,24.7,0.0009,1,1435.75,477.05,71.73
15706,24.71,0.0013,1,1516.38,345.45,54.86
15707,25.04,0.0013,1,1538.5,296.1,47.71
15708,25.36,0.0015,1,1565.75,279.65,45.85
15709,25.21,0.0019,1,1513.12,-197.4,0
15710,24.6,0.0022,1,1490,-115.15,0
15711,24.12,0.0025,1,1475.62,-16.45,0
15712,23.41,0.0028,1,1428.25,-197.4,0
15713,22.37,0.003,1,1366.12,-180.95,0
15714,21.26,0.0031,1,1291.88,-180.95,0
15715,20.21,0.0032,1,1221.38,-164.5,0
15716,18.02,0.0033,1,1400.38,-180.95,0
15717,16.7,0.0034,1,1349.62,-180.95,0
15718,15.19,0.0034,1,1200.12,-164.5,0
15719,12.53,0.0034,1,966.38,-148.05,0
15720,10.47,0.0035,1,753.25,-65.8,0
15721,8.6,0.0035,1,741.75,16.45,1.28
15722,7.24,0.0035,1,728.88,115.15,8.79
15723,4.85,0.0035,1,727,131.6,10.02
15724,2.32,0.0035,1,735.12,115.15,8.86
15725,0.44,0.0035,1,740.38,115.15,8.93
15726,0.02,0.0035,1,753.88,98.7,7.79
15727,0,0,1,750.12,82.25,6.46
15728,0,0,1,750.62,82.25,6.47
15729,0.8,0.0035,1,945.62,592.2,58.64
15730,3.46,0.0035,1,1323.12,641.55,88.89
15731,6.72,0.0035,1,1187.88,559.3,69.57
15732,9.03,0.0035,1,1392.75,625.1,91.17
15733,10.81,0.0035,1,1627.62,625.1,106.54
15734,12.66,0.0035,1,1164.62,970.55,118.37
15735,15.21,0.0035,1,1315.88,1167.95,160.94
15736,17.69,0.0035,1,1509.38,1135.05,179.41
15737,20,0.0035,1,1690.38,888.3,157.24
15738,22.32,0.0036,1,1413,1085.7,160.65
15739,24.33,0.0037,1,1518.12,822.5,130.76
15740,25.4,0.0039,1,1580.62,361.9,59.9
15741,25.52,0.0041,1,1093.88,-180.95,0
15742,24.72,0.0044,1,1057.25,-164.5,0
15743,23.06,0.0046,1,1364.62,-180.95,0
15744,21.79,0.0047,1,1328.12,-197.4,0
15745,20.63,0.0045,1,1253.62,-180.95,0
15746,17.78,0.004,1,1271.12,-180.95,0
15747,14.94,0.0033,1,1161.25,-180.95,0
15748,11.75,0.0026,1,883.5,-148.05,0
15749,7.89,0.0021,1,734.5,82.25,6.33
15750,3.37,0.0018,1,730.12,115.15,8.8
15751,0.34,0.0017,1,734.62,115.15,8.86
15752,0.02,0.0017,1,751.5,98.7,7.77
15753,0,0,1,750.25,82.25,6.46
15754,0,0,1,750.5,82.25,6.46
15755,0.02,0.0016,1,728.12,148.05,11.29
15756,1.17,0.0016,1,792.25,427.7,35.48
15757,3,0.0014,1,1252.38,608.65,79.82
15758,5.4,0.0012,1,1490.5,773.15,120.68
15759,7.72,0.0013,1,1721.75,970.55,174.99
15760,10.97,0.0015,1,1783,855.4,159.72
15761,14.09,0.0022,1,1365,756.7,108.16
15762,16.09,0.0037,1,1358.38,559.3,79.56
15763,17.46,0.0055,1,1138.12,822.5,98.03
15764,19.1,0.0077,1,1207.88,1135.05,143.57
15765,21.09,0.0103,1,1334.38,1184.4,165.5
15766,22.96,0.0131,1,1434.62,789.6,118.62
15767,24.37,0.0158,1,1512,542.85,85.95
15768,25.39,0.0182,1,1579.5,542.85,89.79
15769,26.17,0.0201,1,1597.38,411.25,68.79
15770,26.81,0.0219,1,1172.5,658,80.79
15771,27.21,0.0231,1,1176.38,197.4,24.32
15772,27,0.0242,1,1170,-98.7,0
15773,25.83,0.0251,1,1540.75,-213.85,0
15774,24.56,0.026,1,1492.75,-213.85,0
15775,23.11,0.0268,1,1405.88,-213.85,0
15776,21.93,0.0276,1,1363.25,131.6,18.79
15777,21.73,0.029,1,1349.5,427.7,60.44
15778,22.33,0.0289,1,1387.75,526.4,76.5
15779,21.97,0.0288,1,1344.5,-197.4,0
15780,18.86,0.0287,1,1080.62,-164.5,0
15781,13.88,0.0287,1,1046.88,-164.5,0
15782,8.87,0.0287,1,741.12,32.9,2.55
15783,4.78,0.0287,1,727.12,115.15,8.77
15784,0.96,0.0287,1,723.38,115.15,8.72
15785,0.02,0.0287,1,747.62,115.15,9.02
15786,0,0,1,751.62,98.7,7.77
15787,0,0,1,750.88,98.7,7.76
15788,0,0,1,726,148.05,11.26
15789,0.83,0.0287,1,806.88,312.55,26.41
15790,2.13,0.0287,1,1061,493.5,54.83
15791,4.17,0.0287,1,1310.62,625.1,85.79
15792,5.84,0.0287,1,1484.12,756.7,117.6
15793,7.78,0.0287,1,1523.88,641.55,102.38
15794,9.77,0.0287,1,1364.62,509.95,72.87
15795,11.34,0.0287,1,1026.75,460.6,49.52
15796,11.92,0.0288,1,984.5,197.4,20.35
15797,12.02,0.0288,1,995.88,279.65,29.16
15798,12.1,0.0289,1,995,49.35,5.14
15799,12.04,0.029,1,989.62,115.15,11.93
15800,12.04,0.0291,1,1089.62,411.25,46.93
15801,12.33,0.0292,1,1305.88,493.5,67.49
15802,13.1,0.0294,1,1582.38,789.6,130.84
15803,14.83,0.0296,1,1489,1036.35,161.6
15804,17.27,0.0299,1,1475.25,1151.5,177.89
15805,19.58,0.0302,1,1663.62,1003.45,174.82
15806,21.29,0.0305,1,1378.12,822.5,118.7
15807,22.61,0.0308,1,1414.12,773.15,114.49
15808,23.81,0.0311,1,1487.5,526.4,82
15809,24.38,0.0314,1,1496.38,98.7,15.47
15810,24.18,0.0315,1,1486.12,-213.85,0
15811,23.48,0.0316,1,1424.12,-197.4,0
15812,22.34,0.0317,1,1362.88,-180.95,0
15813,21.23,0.0318,1,1290.5,-180.95,0
15814,19.27,0.0318,1,1235.25,-180.95,0
15815,17.45,0.0318,1,1419.62,-197.4,0
15816,16.6,0.0318,1,1373.88,427.7,61.53
15817,16.74,0.0318,1,1397.62,-49.35,0
15818,16.28,0.0318,1,1330.5,-197.4,0
15819,16.51,0.0318,1,1360.62,329,46.88
15820,16.82,0.0318,1,1407.38,230.3,33.94
15821,16.78,0.0319,1,1368.25,-197.4,0
15822,16.53,0.0319,1,1396.5,378.35,55.33
15823,16.43,0.0319,1,1359.12,-180.95,0
15824,15.76,0.032,1,1283,-180.95,0
15825,15.4,0.032,1,1245.75,0,0
15826,14.31,0.032,1,1164,-180.95,0
15827,12.33,0.0321,1,951.5,-164.5,0
15828,10.65,0.0321,1,749.62,-49.35,0
15829,9.31,0.0321,1,747,-16.45,0
15830,8.32,0.0324,1,978.25,427.7,43.81
15831,8.8,0.0323,1,1498.62,954.1,149.73
15832,10.95,0.0323,1,1850.5,1036.35,200.83
15833,14.07,0.0322,1,1542.75,970.55,156.8
15834,16.56,0.0322,1,1415.75,970.55,143.89
15835,18.48,0.0321,1,1561,723.8,118.32
15836,19.83,0.0319,1,1269,1102.15,146.46
15837,21.67,0.0317,1,1358.12,987,140.37
15838,22.96,0.0315,1,1429.25,559.3,83.71
15839,23.57,0.0312,1,1451.75,542.85,82.53
15840,23.82,0.0308,1,1473,641.55,98.96
15841,24.19,0.0303,1,1489.12,444.15,69.26
15842,24.22,0.0299,1,1491.12,608.65,95.04
15843,24.53,0.0293,1,1517.38,477.05,75.8
15844,23.84,0.0287,1,1431.25,-230.3,0
15845,22.05,0.0282,1,1329.75,-197.4,0
15846,19.34,0.0277,1,1164.62,-180.95,0
15847,16.36,0.0273,1,1301.25,-197.4,0
15848,14.1,0.027,1,1121.25,-180.95,0
15849,11.93,0.0267,1,860.88,-148.05,0
15850,9.84,0.0265,1,748.62,-32.9,0
15851,8.26,0.0263,1,739.25,16.45,1.27
15852,6.6,0.0262,1,727.25,115.15,8.77
15853,3.55,0.0261,1,730,115.15,8.8
15854,0.7,0.0261,1,731.75,115.15,8.82
15855,0.03,0.0261,1,752.88,98.7,7.78
15856,0,0,1,752.38,98.7,7.78
15857,0,0,1,750.5,82.25,6.46
15858,0,0,1,749.25,82.25,6.45
15859,0,0,1,750.38,82.25,6.46
15860,0,0,1,750.62,82.25,6.47
15861,0,0,1,750.5,82.25,6.46
15862,0,0,1,748.5,82.25,6.45
15863,0,0,1,749.62,82.25,6.46
15864,0,0,1,750.12,82.25,6.46
15865,0,0,1,749.88,82.25,6.46
15866,0,0,1,749.12,82.25,6.45
15867,0,0,1,750,82.25,6.46
15868,0,0,1,750.25,82.25,6.46
15869,0,0,1,750.62,82.25,6.47
15870,0,0,1,749.12,82.25,6.45
15871,0,0,1,750.38,82.25,6.46
15872,0,0,1,749.88,82.25,6.46
15873,0,0,1,749.62,82.25,6.46
15874,0,0,1,748.75,82.25,6.45
15875,0,0,1,748.75,82.25,6.45
15876,0,0,1,751,82.25,6.47
15877,0,0,1,751,82.25,6.47
15878,0,0,1,749.25,82.25,6.45
15879,0,0,1,749.88,82.25,6.46
15880,0,0,1,749.5,82.25,6.46
15881,0,0,1,749.75,82.25,6.46
15882,0,0,1,749.62,82.25,6.46
15883,0,0,1,750.5,82.25,6.46
15884,0,0,1,750.38,82.25,6.46
15885,0,0,1,751,82.25,6.47
15886,0,0,1,749.5,82.25,6.46
15887,0,0,1,760.75,427.7,34.07
15888,1.44,0.026,1,1197.62,658,82.52
15889,4.56,0.026,1,1385.62,740.25,107.41
15890,7.76,0.0259,1,1264.62,625.1,82.78
15891,9.86,0.0258,1,1508,707.35,111.7
15892,11.27,0.0257,1,1447.62,592.2,89.77
15893,13.27,0.0255,1,1155,1102.15,133.31
15894,15.95,0.0254,1,1373.12,1135.05,163.21
15895,18.08,0.0253,1,1528.38,674.45,107.95
15896,19.72,0.0255,1,1520.75,427.7,68.11
15897,21.25,0.0256,1,1339.38,1102.15,154.59
15898,22.97,0.0256,1,1438.5,1019.9,153.64
15899,24.43,0.0256,1,1527.12,855.4,136.8
